"","name","setCode","rarity"
"744","Dire Fleet Hoarder","2XM","common"
"745","Disciple of Bolas","2XM","rare"
"746","Disciple of the Vault","2XM","uncommon"
"747","Divest","2XM","common"
"748","Doomed Necromancer","2XM","rare"
"749","Dread Return","2XM","uncommon"
"750","Driver of the Dead","2XM","common"
"751","Drown in Sorrow","2XM","uncommon"
"752","Executioner's Capsule","2XM","common"
"753","Fatal Push","2XM","uncommon"
"754","Geth, Lord of the Vault","2XM","mythic"
"755","Glaze Fiend","2XM","common"
"756","Heartless Pillage","2XM","common"
"757","Magus of the Abyss","2XM","rare"
"758","Magus of the Will","2XM","rare"
"759","Morkrut Banshee","2XM","uncommon"
"760","Oubliette","2XM","uncommon"
"761","Ovalchase Daredevil","2XM","uncommon"
"762","Painsmith","2XM","uncommon"
"763","Ravenous Trap","2XM","rare"
"764","Salvage Titan","2XM","rare"
"765","Silumgar Scavenger","2XM","common"
"766","Skirsdag High Priest","2XM","rare"
"767","Skithiryx, the Blight Dragon","2XM","mythic"
"768","Supernatural Stamina","2XM","common"
"769","Thoughtseize","2XM","rare"
"770","Toxic Deluge","2XM","rare"
"771","Twisted Abomination","2XM","common"
"772","Vampire Hexmage","2XM","uncommon"
"773","Wound Reflection","2XM","rare"
"774","Abrade","2XM","common"
"775","Balduvian Rage","2XM","common"
"776","Battle-Rattle Shaman","2XM","common"
"777","Blasphemous Act","2XM","rare"
"778","Blood Moon","2XM","rare"
"779","Bloodshot Trainee","2XM","uncommon"
"780","Brimstone Volley","2XM","uncommon"
"781","Cathartic Reunion","2XM","common"
"782","Cragganwick Cremator","2XM","rare"
"783","Dismantle","2XM","uncommon"
"784","Dualcaster Mage","2XM","rare"
"785","Galvanic Blast","2XM","uncommon"
"786","Goblin Gaveleer","2XM","common"
"787","Goblin Guide","2XM","rare"
"788","Godo, Bandit Warlord","2XM","rare"
"789","Grim Lavamancer","2XM","rare"
"790","Heat Shimmer","2XM","rare"
"791","Imperial Recruiter","2XM","mythic"
"792","Ion Storm","2XM","rare"
"793","Kazuul's Toll Collector","2XM","common"
"794","Kuldotha Flamefiend","2XM","uncommon"
"795","Lightning Axe","2XM","common"
"796","Mana Echoes","2XM","mythic"
"797","Orcish Vandal","2XM","common"
"798","Pyrewild Shaman","2XM","uncommon"
"799","Rage Reflection","2XM","rare"
"800","Rapacious Dragon","2XM","common"
"801","Ravenous Intruder","2XM","uncommon"
"802","Rolling Earthquake","2XM","rare"
"803","Salivating Gremlins","2XM","common"
"804","Skinbrand Goblin","2XM","common"
"805","Sneak Attack","2XM","mythic"
"806","Temur Battle Rage","2XM","common"
"807","Thopter Engineer","2XM","uncommon"
"808","Trash for Treasure","2XM","uncommon"
"809","Tuktuk the Explorer","2XM","rare"
"810","Weapon Surge","2XM","common"
"811","Ancient Stirrings","2XM","common"
"812","Avenger of Zendikar","2XM","mythic"
"813","Awakening Zone","2XM","rare"
"814","Bloodbriar","2XM","common"
"815","Bloodspore Thrinax","2XM","rare"
"816","Champion of Lambholt","2XM","rare"
"817","Chatter of the Squirrel","2XM","common"
"818","Chord of Calling","2XM","rare"
"819","Clear Shot","2XM","common"
"820","Conclave Naturalists","2XM","common"
"821","Crop Rotation","2XM","uncommon"
"822","Crushing Vines","2XM","common"
"823","Death-Hood Cobra","2XM","common"
"824","Doubling Season","2XM","mythic"
"825","Elvish Aberration","2XM","common"
"826","Enlarge","2XM","uncommon"
"827","Exploration","2XM","rare"
"828","Fierce Empath","2XM","common"
"829","Gelatinous Genesis","2XM","uncommon"
"830","Greater Good","2XM","rare"
"831","Heartbeat of Spring","2XM","rare"
"832","Invigorate","2XM","uncommon"
"833","Kozilek's Predator","2XM","common"
"834","Liege of the Tangle","2XM","rare"
"835","Mana Reflection","2XM","rare"
"836","Might of the Masses","2XM","common"
"837","Noble Hierarch","2XM","rare"
"838","Reclamation Sage","2XM","uncommon"
"839","Shamanic Revelation","2XM","rare"
"840","Skullmulcher","2XM","uncommon"
"841","Sylvan Might","2XM","common"
"842","Terastodon","2XM","rare"
"843","Thragtusk","2XM","rare"
"844","Ulvenwald Mysteries","2XM","uncommon"
"845","Vengevine","2XM","mythic"
"846","Veteran Explorer","2XM","uncommon"
"847","Whisperer of the Wilds","2XM","common"
"848","Woodland Champion","2XM","uncommon"
"849","Arixmethes, Slumbering Isle","2XM","rare"
"850","Atraxa, Praetors' Voice","2XM","mythic"
"851","Baleful Strix","2XM","rare"
"852","Breya, Etherium Shaper","2XM","mythic"
"853","Brudiclad, Telchor Engineer","2XM","rare"
"854","Deathreap Ritual","2XM","uncommon"
"855","Falkenrath Aristocrat","2XM","rare"
"856","Fulminator Mage","2XM","rare"
"857","Geist of Saint Traft","2XM","mythic"
"858","Ghor-Clan Rampager","2XM","uncommon"
"859","Glassdust Hulk","2XM","uncommon"
"860","Hanna, Ship's Navigator","2XM","rare"
"861","Hidden Stockpile","2XM","uncommon"
"862","Izzet Charm","2XM","uncommon"
"863","Jhoira, Weatherlight Captain","2XM","rare"
"864","Kaalia of the Vast","2XM","mythic"
"865","Karrthus, Tyrant of Jund","2XM","mythic"
"866","Maelstrom Nexus","2XM","mythic"
"867","Maelstrom Pulse","2XM","rare"
"868","Manamorphose","2XM","uncommon"
"869","Mazirek, Kraul Death Priest","2XM","rare"
"870","Meddling Mage","2XM","rare"
"871","Merciless Eviction","2XM","rare"
"872","Progenitor Mimic","2XM","rare"
"873","Rhys the Redeemed","2XM","rare"
"874","Riku of Two Reflections","2XM","mythic"
"875","Savageborn Hydra","2XM","rare"
"876","The Scarab God","2XM","mythic"
"877","Selesnya Guildmage","2XM","uncommon"
"878","Sen Triplets","2XM","mythic"
"879","Sharuum the Hegemon","2XM","rare"
"880","Sphinx Summoner","2XM","uncommon"
"881","Swiftblade Vindicator","2XM","rare"
"882","Thopter Foundry","2XM","uncommon"
"883","Time Sieve","2XM","rare"
"884","Unlicensed Disintegration","2XM","uncommon"
"885","Vexing Shusher","2XM","rare"
"886","Vish Kal, Blood Arbiter","2XM","rare"
"887","Voice of Resurgence","2XM","rare"
"888","Weapons Trainer","2XM","uncommon"
"889","Yavimaya's Embrace","2XM","uncommon"
"890","Accomplished Automaton","2XM","common"
"891","Adaptive Automaton","2XM","rare"
"892","Basalt Monolith","2XM","uncommon"
"893","Basilisk Collar","2XM","rare"
"894","Batterskull","2XM","mythic"
"895","Blightsteel Colossus","2XM","mythic"
"896","Bosh, Iron Golem","2XM","rare"
"897","Cathodion","2XM","common"
"898","Chief of the Foundry","2XM","uncommon"
"899","Chromatic Star","2XM","common"
"900","Chrome Mox","2XM","mythic"
"901","Clone Shell","2XM","uncommon"
"902","Cogwork Assembler","2XM","uncommon"
"903","Conjurer's Closet","2XM","rare"
"904","Coretapper","2XM","uncommon"
"905","Cranial Plating","2XM","uncommon"
"906","Culling Dais","2XM","uncommon"
"907","Darksteel Axe","2XM","common"
"908","Darksteel Forge","2XM","mythic"
"909","Duplicant","2XM","rare"
"910","Eager Construct","2XM","common"
"911","Endless Atlas","2XM","rare"
"912","Engineered Explosives","2XM","rare"
"913","Ensnaring Bridge","2XM","mythic"
"914","Everflowing Chalice","2XM","common"
"915","Expedition Map","2XM","common"
"916","Flayer Husk","2XM","common"
"917","Gleaming Barrier","2XM","common"
"918","Golem Artisan","2XM","uncommon"
"919","Golem-Skin Gauntlets","2XM","common"
"920","Hammer of Nazahn","2XM","rare"
"921","Ichor Wellspring","2XM","common"
"922","Iron Bully","2XM","common"
"923","Iron League Steed","2XM","common"
"924","Isochron Scepter","2XM","rare"
"925","Jhoira's Familiar","2XM","uncommon"
"926","Kuldotha Forgemaster","2XM","rare"
"927","Lightning Greaves","2XM","uncommon"
"928","Lux Cannon","2XM","rare"
"929","Magnifying Glass","2XM","common"
"930","Mana Crypt","2XM","mythic"
"931","Masterwork of Ingenuity","2XM","rare"
"932","Mesmeric Orb","2XM","rare"
"933","Metalspinner's Puzzleknot","2XM","common"
"934","Mishra's Bauble","2XM","uncommon"
"935","Mox Opal","2XM","mythic"
"936","Myr Battlesphere","2XM","rare"
"937","Myr Retriever","2XM","common"
"938","O-Naginata","2XM","uncommon"
"939","Oblivion Stone","2XM","rare"
"940","Peace Strider","2XM","common"
"941","Pentad Prism","2XM","uncommon"
"942","Phyrexian Revoker","2XM","rare"
"943","Pyrite Spellbomb","2XM","common"
"944","Ratchet Bomb","2XM","rare"
"945","Sandstone Oracle","2XM","uncommon"
"946","Sculpting Steel","2XM","rare"
"947","Sickleslicer","2XM","common"
"948","Skinwing","2XM","common"
"949","Spellskite","2XM","rare"
"950","Sphinx of the Guildpact","2XM","uncommon"
"951","Springleaf Drum","2XM","uncommon"
"952","Sundering Titan","2XM","rare"
"953","Sunforger","2XM","rare"
"954","Surge Node","2XM","common"
"955","Sword of Body and Mind","2XM","mythic"
"956","Sword of Feast and Famine","2XM","mythic"
"957","Sword of Fire and Ice","2XM","mythic"
"958","Sword of Light and Shadow","2XM","mythic"
"959","Sword of the Meek","2XM","rare"
"960","Sword of War and Peace","2XM","mythic"
"961","Throne of Geth","2XM","uncommon"
"962","Treasure Keeper","2XM","uncommon"
"963","Trinisphere","2XM","mythic"
"964","Tumble Magnet","2XM","common"
"965","Vulshok Gauntlets","2XM","common"
"966","Walking Ballista","2XM","rare"
"967","Welding Jar","2XM","uncommon"
"968","Wurmcoil Engine","2XM","mythic"
"969","Academy Ruins","2XM","rare"
"970","Ash Barrens","2XM","uncommon"
"971","Blinkmoth Nexus","2XM","rare"
"972","Buried Ruin","2XM","uncommon"
"973","Cascade Bluffs","2XM","rare"
"974","Dark Depths","2XM","mythic"
"975","Darksteel Citadel","2XM","uncommon"
"976","Fetid Heath","2XM","rare"
"977","Fire-Lit Thicket","2XM","rare"
"978","Flooded Grove","2XM","rare"
"979","Glimmervoid","2XM","rare"
"980","Graven Cairns","2XM","rare"
"981","High Market","2XM","rare"
"982","Maze of Ith","2XM","rare"
"983","Mishra's Factory","2XM","uncommon"
"984","Mystic Gate","2XM","rare"
"985","Rugged Prairie","2XM","rare"
"986","Sunken Ruins","2XM","rare"
"987","Thespian's Stage","2XM","rare"
"988","Twilight Mire","2XM","rare"
"989","Urza's Mine","2XM","common"
"990","Urza's Power Plant","2XM","common"
"991","Urza's Tower","2XM","common"
"992","Wooded Bastion","2XM","rare"
"993","Brainstorm","2XM","rare"
"994","Fatal Push","2XM","rare"
"995","Crop Rotation","2XM","rare"
"996","Expedition Map","2XM","rare"
"997","Lightning Greaves","2XM","rare"
"998","Urza's Mine","2XM","rare"
"999","Urza's Power Plant","2XM","rare"
"1000","Urza's Tower","2XM","rare"
"1001","Plains","2XM","common"
"1002","Island","2XM","common"
"1003","Swamp","2XM","common"
"1004","Mountain","2XM","common"
"1005","Forest","2XM","common"
"1006","Animate Wall","3ED","rare"
"1007","Armageddon","3ED","rare"
"1008","Balance","3ED","rare"
"1009","Benalish Hero","3ED","common"
"1010","Black Ward","3ED","uncommon"
"1011","Blessing","3ED","rare"
"1012","Blue Ward","3ED","uncommon"
"1013","Castle","3ED","uncommon"
"1014","Circle of Protection: Black","3ED","common"
"1015","Circle of Protection: Blue","3ED","common"
"1016","Circle of Protection: Green","3ED","common"
"1017","Circle of Protection: Red","3ED","common"
"1018","Circle of Protection: White","3ED","common"
"1019","Conversion","3ED","uncommon"
"1020","Crusade","3ED","rare"
"1021","Death Ward","3ED","common"
"1022","Disenchant","3ED","common"
"1023","Eye for an Eye","3ED","rare"
"1024","Farmstead","3ED","rare"
"1025","Green Ward","3ED","uncommon"
"1026","Guardian Angel","3ED","common"
"1027","Healing Salve","3ED","common"
"1028","Holy Armor","3ED","common"
"1029","Holy Strength","3ED","common"
"1030","Island Sanctuary","3ED","rare"
"1031","Karma","3ED","uncommon"
"1032","Lance","3ED","uncommon"
"1033","Mesa Pegasus","3ED","common"
"1034","Northern Paladin","3ED","rare"
"1035","Pearled Unicorn","3ED","common"
"1036","Personal Incarnation","3ED","rare"
"1037","Purelace","3ED","rare"
"1038","Red Ward","3ED","uncommon"
"1039","Resurrection","3ED","uncommon"
"1040","Reverse Damage","3ED","rare"
"1041","Reverse Polarity","3ED","uncommon"
"1042","Righteousness","3ED","rare"
"1043","Samite Healer","3ED","common"
"1044","Savannah Lions","3ED","rare"
"1045","Serra Angel","3ED","uncommon"
"1046","Swords to Plowshares","3ED","uncommon"
"1047","Veteran Bodyguard","3ED","rare"
"1048","Wall of Swords","3ED","uncommon"
"1049","White Knight","3ED","uncommon"
"1050","White Ward","3ED","uncommon"
"1051","Wrath of God","3ED","rare"
"1052","Air Elemental","3ED","uncommon"
"1053","Animate Artifact","3ED","uncommon"
"1054","Blue Elemental Blast","3ED","common"
"1055","Braingeyser","3ED","rare"
"1056","Clone","3ED","uncommon"
"1057","Control Magic","3ED","uncommon"
"1058","Copy Artifact","3ED","rare"
"1059","Counterspell","3ED","uncommon"
"1060","Creature Bond","3ED","common"
"1061","Drain Power","3ED","rare"
"1062","Energy Flux","3ED","uncommon"
"1063","Feedback","3ED","uncommon"
"1064","Flight","3ED","common"
"1065","Hurkyl's Recall","3ED","rare"
"1066","Island Fish Jasconius","3ED","rare"
"1067","Jump","3ED","common"
"1068","Lifetap","3ED","uncommon"
"1069","Lord of Atlantis","3ED","rare"
"1070","Magical Hack","3ED","rare"
"1071","Mahamoti Djinn","3ED","rare"
"1072","Mana Short","3ED","rare"
"1073","Merfolk of the Pearl Trident","3ED","common"
"1074","Phantasmal Forces","3ED","uncommon"
"1075","Phantasmal Terrain","3ED","common"
"1076","Phantom Monster","3ED","uncommon"
"1077","Pirate Ship","3ED","rare"
"1078","Power Leak","3ED","common"
"1079","Power Sink","3ED","common"
"1080","Prodigal Sorcerer","3ED","common"
"1081","Psychic Venom","3ED","common"
"1082","Reconstruction","3ED","common"
"1083","Sea Serpent","3ED","common"
"1084","Serendib Efreet","3ED","rare"
"1085","Siren's Call","3ED","uncommon"
"1086","Sleight of Mind","3ED","rare"
"1087","Spell Blast","3ED","common"
"1088","Stasis","3ED","rare"
"1089","Steal Artifact","3ED","uncommon"
"1090","Thoughtlace","3ED","rare"
"1091","Unstable Mutation","3ED","common"
"1092","Unsummon","3ED","common"
"1093","Vesuvan Doppelganger","3ED","rare"
"1094","Volcanic Eruption","3ED","rare"
"1095","Wall of Air","3ED","uncommon"
"1096","Wall of Water","3ED","uncommon"
"1097","Water Elemental","3ED","uncommon"
"1098","Animate Dead","3ED","uncommon"
"1099","Bad Moon","3ED","rare"
"1100","Black Knight","3ED","uncommon"
"1101","Bog Wraith","3ED","uncommon"
"1102","Contract from Below","3ED","rare"
"1103","Cursed Land","3ED","uncommon"
"1104","Dark Ritual","3ED","common"
"1105","Darkpact","3ED","rare"
"1106","Deathgrip","3ED","uncommon"
"1107","Deathlace","3ED","rare"
"1108","Demonic Attorney","3ED","rare"
"1109","Demonic Hordes","3ED","rare"
"1110","Demonic Tutor","3ED","uncommon"
"1111","Drain Life","3ED","common"
"1112","Drudge Skeletons","3ED","common"
"1113","El-Hajjâj","3ED","rare"
"1114","Erg Raiders","3ED","common"
"1115","Evil Presence","3ED","uncommon"
"1116","Fear","3ED","common"
"1117","Frozen Shade","3ED","common"
"1118","Gloom","3ED","uncommon"
"1119","Howl from Beyond","3ED","common"
"1120","Hypnotic Specter","3ED","uncommon"
"1121","Lord of the Pit","3ED","rare"
"1122","Mind Twist","3ED","rare"
"1123","Nether Shadow","3ED","rare"
"1124","Nettling Imp","3ED","uncommon"
"1125","Nightmare","3ED","rare"
"1126","Paralyze","3ED","common"
"1127","Pestilence","3ED","common"
"1128","Plague Rats","3ED","common"
"1129","Raise Dead","3ED","common"
"1130","Royal Assassin","3ED","rare"
"1131","Sacrifice","3ED","uncommon"
"1132","Scathe Zombies","3ED","common"
"1133","Scavenging Ghoul","3ED","uncommon"
"1134","Sengir Vampire","3ED","uncommon"
"1135","Simulacrum","3ED","uncommon"
"1136","Sorceress Queen","3ED","rare"
"1137","Terror","3ED","common"
"1138","Unholy Strength","3ED","common"
"1139","Wall of Bone","3ED","uncommon"
"1140","Warp Artifact","3ED","rare"
"1141","Weakness","3ED","common"
"1142","Will-o'-the-Wisp","3ED","rare"
"1143","Zombie Master","3ED","rare"
"1144","Atog","3ED","common"
"1145","Burrowing","3ED","uncommon"
"1146","Chaoslace","3ED","rare"
"1147","Disintegrate","3ED","common"
"1148","Dragon Whelp","3ED","uncommon"
"1149","Dwarven Warriors","3ED","common"
"1150","Dwarven Weaponsmith","3ED","uncommon"
"1151","Earth Elemental","3ED","uncommon"
"1152","Earthbind","3ED","common"
"1153","Earthquake","3ED","rare"
"1154","Fire Elemental","3ED","uncommon"
"1155","Fireball","3ED","common"
"1156","Firebreathing","3ED","common"
"1157","Flashfires","3ED","uncommon"
"1158","Fork","3ED","rare"
"1159","Goblin Balloon Brigade","3ED","uncommon"
"1160","Goblin King","3ED","rare"
"1161","Granite Gargoyle","3ED","rare"
"1162","Gray Ogre","3ED","common"
"1163","Hill Giant","3ED","common"
"1164","Hurloon Minotaur","3ED","common"
"1165","Keldon Warlord","3ED","uncommon"
"1166","Kird Ape","3ED","common"
"1167","Lightning Bolt","3ED","common"
"1168","Magnetic Mountain","3ED","rare"
"1169","Mana Flare","3ED","rare"
"1170","Manabarbs","3ED","rare"
"1171","Mijae Djinn","3ED","rare"
"1172","Mons's Goblin Raiders","3ED","common"
"1173","Orcish Artillery","3ED","uncommon"
"1174","Orcish Oriflamme","3ED","uncommon"
"1175","Power Surge","3ED","rare"
"1176","Red Elemental Blast","3ED","common"
"1177","Roc of Kher Ridges","3ED","rare"
"1178","Rock Hydra","3ED","rare"
"1179","Sedge Troll","3ED","rare"
"1180","Shatter","3ED","common"
"1181","Shatterstorm","3ED","uncommon"
"1182","Shivan Dragon","3ED","rare"
"1183","Smoke","3ED","rare"
"1184","Stone Giant","3ED","uncommon"
"1185","Stone Rain","3ED","common"
"1186","Tunnel","3ED","uncommon"
"1187","Uthden Troll","3ED","uncommon"
"1188","Wall of Fire","3ED","uncommon"
"1189","Wall of Stone","3ED","uncommon"
"1190","Wheel of Fortune","3ED","rare"
"1191","Aspect of Wolf","3ED","rare"
"1192","Birds of Paradise","3ED","rare"
"1193","Channel","3ED","uncommon"
"1194","Cockatrice","3ED","rare"
"1195","Craw Wurm","3ED","common"
"1196","Crumble","3ED","uncommon"
"1197","Desert Twister","3ED","uncommon"
"1198","Elvish Archers","3ED","rare"
"1199","Fastbond","3ED","rare"
"1200","Fog","3ED","common"
"1201","Force of Nature","3ED","rare"
"1202","Fungusaur","3ED","rare"
"1203","Gaea's Liege","3ED","rare"
"1204","Giant Growth","3ED","common"
"1205","Giant Spider","3ED","common"
"1206","Grizzly Bears","3ED","common"
"1207","Hurricane","3ED","uncommon"
