,Name,Rarity,Quantity,Price,Language,Finish,Condition,Expansion
365,INGENIOUS MASTERY (EXTENDED ART),RARE,1.0,0.33,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
366,INKLING SUMMONING,COMMON,10.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
367,INTRODUCTION TO ANNIHILATION,COMMON,6.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
368,INTRODUCTION TO PROPHECY,COMMON,8.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
369,"JADZI, ORACLE OF ARCAVIOS / JOURNEY TO THE ORACLE",MYTHIC,9.0,1.39,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
370,"JADZI, ORACLE OF ARCAVIOS / JOURNEY TO THE ORACLE (EXTENDED ART)",MYTHIC,4.0,3.79,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
371,KAROK WRANGLER,UNCOMMON,15.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
372,"KASMINA, ENIGMA SAGE",MYTHIC,6.0,1.69,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
373,"KASMINA, ENIGMA SAGE (BORDERLESS)",MYTHIC,1.0,4.99,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
374,KELPIE GUIDE,UNCOMMON,17.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
375,"KIANNE, DEAN OF SUBSTANCE / IMBRAHAM, DEAN OF THEORY",RARE,13.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
376,"KIANNE, DEAN OF SUBSTANCE / IMBRAHAM, DEAN OF THEORY (EXTENDED ART)",RARE,6.0,0.49,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
377,"KILLIAN, INK DUELIST",UNCOMMON,18.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
378,LASH OF MALICE,COMMON,4.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
379,LEECH FANATIC,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
380,LEONIN LIGHTSCRIBE,RARE,4.0,0.49,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
381,LEONIN LIGHTSCRIBE,RARE,12.0,0.49,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
382,LEONIN LIGHTSCRIBE (EXTENDED ART),RARE,2.0,0.49,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
383,LEONIN LIGHTSCRIBE (EXTENDED ART),RARE,6.0,1.49,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
384,LETTER OF ACCEPTANCE,COMMON,6.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
385,LEYLINE INVOCATION,COMMON,5.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
386,LOREHOLD APPRENTICE,UNCOMMON,19.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
387,LOREHOLD CAMPUS,COMMON,6.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
388,LOREHOLD COMMAND,RARE,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
389,LOREHOLD COMMAND (EXTENDED ART),RARE,7.0,0.49,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
390,LOREHOLD EXCAVATION,UNCOMMON,16.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
391,LOREHOLD PLEDGEMAGE,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
392,MAELSTROM MUSE,UNCOMMON,20.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
393,MAGE DUEL,COMMON,6.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
394,MAGE HUNTER,UNCOMMON,17.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
395,MAGE HUNTERS' ONSLAUGHT,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
396,MAKE YOUR MARK,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
397,MANIFESTATION SAGE,RARE,6.0,0.49,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
398,MANIFESTATION SAGE (EXTENDED ART),RARE,2.0,0.49,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
399,MANIFESTATION SAGE (EXTENDED ART),RARE,4.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
400,MASCOT EXHIBITION,MYTHIC,1.0,0.79,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
401,MASCOT EXHIBITION,MYTHIC,3.0,0.99,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
402,MASCOT EXHIBITION (EXTENDED ART),MYTHIC,1.0,2.99,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
403,MASCOT INTERCEPTION,UNCOMMON,18.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
404,MASTER SYMMETRIST,UNCOMMON,15.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
405,"MAVINDA, STUDENTS' ADVOCATE",MYTHIC,2.0,1.19,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
406,MENTOR'S GUIDANCE,UNCOMMON,20.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
407,MERCURIAL TRANSFORMATION,UNCOMMON,9.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
408,"MILA, CRAFTY COMPANION / LUKKA, WAYWARD BONDER",MYTHIC,3.0,2.29,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
409,"MILA, CRAFTY COMPANION / LUKKA, WAYWARD BONDER (BORDERLESS)",MYTHIC,3.0,4.99,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
410,MOLDERING KAROK,COMMON,6.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
411,MORTALITY SPEAR,UNCOMMON,9.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
412,MULTIPLE CHOICE,RARE,11.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
413,MULTIPLE CHOICE (EXTENDED ART),RARE,13.0,0.69,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
414,NECROBLOSSOM SNARL,RARE,3.0,2.99,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
415,NECROBLOSSOM SNARL (EXTENDED ART),RARE,3.0,3.99,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
416,NECROBLOSSOM SNARL (EXTENDED ART),RARE,1.0,3.99,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
417,NECROTIC FUMES,UNCOMMON,9.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
418,NEEDLETHORN DRAKE,COMMON,8.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
419,NOVICE DISSECTOR,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
420,OGGYAR BATTLE-SEER,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
421,ORIQ LOREMAGE (EXTENDED ART),RARE,2.0,1.29,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
422,OVERGROWN ARCH,UNCOMMON,20.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
423,OWLIN SHIELDMAGE,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
424,PEST SUMMONING,COMMON,1.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
425,PESTILENT CAULDRON / RESTORATIVE BURST,RARE,5.0,0.49,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
426,PESTILENT CAULDRON / RESTORATIVE BURST (EXTENDED ART),RARE,2.0,0.49,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
427,PIGMENT STORM,COMMON,8.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
428,PILGRIM OF THE AGES,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
429,PILLARDROP RESCUER,COMMON,5.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
430,PILLARDROP WARDEN,COMMON,6.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
431,"PLARGG, DEAN OF CHAOS / AUGUSTA, DEAN OF ORDER",RARE,16.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
432,"PLARGG, DEAN OF CHAOS / AUGUSTA, DEAN OF ORDER (EXTENDED ART)",RARE,2.0,0.89,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
433,POET'S QUILL,RARE,13.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
434,POET'S QUILL (EXTENDED ART),RARE,1.0,0.49,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
435,POET'S QUILL (EXTENDED ART),RARE,1.0,0.59,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
436,POP QUIZ,COMMON,8.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
437,PRACTICAL RESEARCH,UNCOMMON,19.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
438,PRISMARI APPRENTICE,UNCOMMON,18.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
439,PRISMARI CAMPUS,COMMON,8.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
440,PRISMARI COMMAND (EXTENDED ART),RARE,1.0,14.99,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
441,PRISMARI PLEDGEMAGE,COMMON,8.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
442,PROFESSOR OF SYMBOLOGY,UNCOMMON,19.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
443,PROFESSOR OF ZOOMANCY,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
444,PROFESSOR ONYX (BORDERLESS),MYTHIC,1.0,30.99,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
445,PROFESSOR'S WARNING,COMMON,4.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
446,PROMISING DUSKMAGE,COMMON,5.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
447,QUANDRIX APPRENTICE,UNCOMMON,17.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
448,QUANDRIX CAMPUS,COMMON,4.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
449,QUANDRIX COMMAND,RARE,8.0,0.49,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
450,QUANDRIX COMMAND,RARE,6.0,0.33,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
451,QUANDRIX CULTIVATOR,UNCOMMON,17.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
452,QUANDRIX PLEDGEMAGE,COMMON,6.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
453,"QUINTORIUS, FIELD HISTORIAN",UNCOMMON,17.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
454,RADIANT SCROLLWIELDER,RARE,17.0,0.49,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
455,RECKLESS AMPLIMANCER,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
456,RECONSTRUCT HISTORY,UNCOMMON,15.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
457,REDUCE TO MEMORY,UNCOMMON,6.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
458,REFLECTIVE GOLEM,UNCOMMON,20.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
459,REJECT,COMMON,10.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
460,RELIC SLOTH,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
461,RETRIEVER PHOENIX,RARE,12.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
462,RETRIEVER PHOENIX (EXTENDED ART),RARE,2.0,0.25,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
463,RETRIEVER PHOENIX (EXTENDED ART),RARE,11.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
464,RETURNED PASTCALLER,UNCOMMON,19.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
465,RIP APART,UNCOMMON,1.0,0.49,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
466,RISE OF EXTUS,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
467,"ROOTHA, MERCURIAL ARTIST",UNCOMMON,18.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
468,"ROWAN, SCHOLAR OF SPARKS / WILL, SCHOLAR OF FROST",MYTHIC,7.0,2.88,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
469,RUSHED REBIRTH,RARE,13.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
470,RUSHED REBIRTH,RARE,7.0,0.25,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
471,SCURRID COLONY,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
472,SECRET RENDEZVOUS,UNCOMMON,9.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
473,SEDGEMOOR WITCH,RARE,25.0,1.99,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
474,SEDGEMOOR WITCH (EXTENDED ART),RARE,6.0,3.99,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
475,SEDGEMOOR WITCH (EXTENDED ART),RARE,1.0,7.99,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
476,SELFLESS GLYPHWEAVER / DEADLY VANITY,RARE,3.0,0.49,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
477,SELFLESS GLYPHWEAVER / DEADLY VANITY (EXTENDED ART),RARE,3.0,0.49,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
478,SERPENTINE CURVE,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
479,SHADEWING LAUREATE,UNCOMMON,18.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
480,SHADRIX SILVERQUILL,MYTHIC,1.0,8.99,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
481,SHADRIX SILVERQUILL,MYTHIC,2.0,4.89,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
482,SHADRIX SILVERQUILL (BORDERLESS),MYTHIC,7.0,7.99,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
483,"SHAILE, DEAN OF RADIANCE / EMBROSE, DEAN OF SHADOW",RARE,10.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
484,"SHAILE, DEAN OF RADIANCE / EMBROSE, DEAN OF SHADOW",RARE,2.0,0.49,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
485,SHINESHADOW SNARL,RARE,3.0,1.49,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
486,SHINESHADOW SNARL (EXTENDED ART),RARE,2.0,3.49,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
487,SHOW OF CONFIDENCE,UNCOMMON,12.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
488,SILVERQUILL APPRENTICE,UNCOMMON,17.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
489,SILVERQUILL CAMPUS,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
490,SILVERQUILL COMMAND,RARE,4.0,0.25,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
491,SILVERQUILL COMMAND,RARE,13.0,0.49,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
492,SILVERQUILL COMMAND (EXTENDED ART),RARE,4.0,0.69,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
493,SILVERQUILL PLEDGEMAGE,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
494,SILVERQUILL SILENCER,RARE,10.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
495,SILVERQUILL SILENCER (EXTENDED ART),RARE,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
496,SNOW DAY,UNCOMMON,19.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
497,SOLVE THE EQUATION,UNCOMMON,10.0,2.49,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
498,SOLVE THE EQUATION,UNCOMMON,9.0,4.88,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
499,SOOTHSAYER ADEPT,COMMON,6.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
500,SPARRING REGIMEN,RARE,6.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
501,SPARRING REGIMEN,RARE,3.0,0.33,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
502,SPARRING REGIMEN (EXTENDED ART),RARE,9.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
503,SPECTACLE MAGE,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
504,SPECTER OF THE FENS,COMMON,6.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
505,SPELL SATCHEL,UNCOMMON,17.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
506,SPINED KAROK,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
507,SPIRIT SUMMONING,COMMON,9.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
508,SPITEFUL SQUAD,COMMON,6.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
509,SPRINGMANE CERVIN,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
510,SQUARE UP,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
511,STAR PUPIL,COMMON,6.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
512,START FROM SCRATCH,UNCOMMON,10.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
513,STONEBINDER'S FAMILIAR,UNCOMMON,19.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
514,STONEBOUND MENTOR,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
515,STONERISE SPIRIT,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
516,STORM-KILN ARTIST,UNCOMMON,4.0,2.49,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
517,STUDY BREAK,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
518,SUDDEN BREAKTHROUGH,COMMON,6.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
519,SYMMETRY SAGE,UNCOMMON,17.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
520,TANAZIR QUANDRIX,MYTHIC,10.0,1.79,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
521,TANAZIR QUANDRIX (BORDERLESS),MYTHIC,1.0,4.49,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
522,TANGLETRAP,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
523,TEACH BY EXAMPLE,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
524,TEACHINGS OF THE ARCHAICS,RARE,5.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
525,TEACHINGS OF THE ARCHAICS (EXTENDED ART),RARE,2.0,0.49,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
526,TEAM PENNANT,UNCOMMON,18.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
527,TEMPTED BY THE ORIQ,RARE,8.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
528,TEMPTED BY THE ORIQ (EXTENDED ART),RARE,4.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
529,TEND THE PESTS,UNCOMMON,13.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
530,TENURED INKCASTER,UNCOMMON,16.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
531,THE BIBLIOPLEX,RARE,8.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
532,THE BIBLIOPLEX (EXTENDED ART),RARE,1.0,1.88,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
533,THRILLING DISCOVERY,COMMON,2.0,0.49,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
534,THUNDEROUS ORATOR,UNCOMMON,18.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
535,TOME SHREDDER,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
536,TORRENT SCULPTOR / FLAMETHROWER SONATA,RARE,9.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
537,TORRENT SCULPTOR / FLAMETHROWER SONATA (EXTENDED ART),RARE,3.0,0.49,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
538,TORRENT SCULPTOR / FLAMETHROWER SONATA (EXTENDED ART),RARE,8.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
539,TWINSCROLL SHAMAN,COMMON,6.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
540,UMBRAL JUKE,UNCOMMON,18.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
541,UNWILLING INGREDIENT,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
542,"UVILDA, DEAN OF PERFECTION / NASSARI, DEAN OF EXPRESSION",RARE,15.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
543,"UVILDA, DEAN OF PERFECTION / NASSARI, DEAN OF EXPRESSION (EXTENDED ART)",RARE,2.0,0.49,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
544,"VALENTIN, DEAN OF THE VEIN / LISETTE, DEAN OF THE ROOT",RARE,17.0,0.99,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
545,VANISHING VERSE (EXTENDED ART),RARE,7.0,4.69,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
546,VELOMACHUS LOREHOLD,MYTHIC,1.0,3.49,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
547,VELOMACHUS LOREHOLD (BORDERLESS),MYTHIC,3.0,18.99,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
548,VENERABLE WARSINGER,RARE,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
549,VENERABLE WARSINGER (EXTENDED ART),RARE,1.0,0.99,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
550,VERDANT MASTERY,RARE,15.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
551,VERDANT MASTERY (EXTENDED ART),RARE,5.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
552,VERDANT MASTERY (EXTENDED ART),RARE,5.0,0.25,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
553,VINEGLIMMER SNARL,RARE,9.0,1.49,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
554,VINEGLIMMER SNARL (EXTENDED ART),RARE,2.0,3.49,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
555,VINEGLIMMER SNARL (EXTENDED ART),RARE,2.0,3.49,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
556,VORTEX RUNNER,COMMON,6.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
557,WANDERING ARCHAIC / EXPLORE THE VASTLANDS,RARE,21.0,7.99,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
558,WANDERING ARCHAIC / EXPLORE THE VASTLANDS,RARE,9.0,6.49,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
559,WANDERING ARCHAIC / EXPLORE THE VASTLANDS (EXTENDED ART),RARE,3.0,19.99,ENGLISH,FOIL,NEAR MINT,3277 STRIXHAVEN
560,WANDERING ARCHAIC / EXPLORE THE VASTLANDS (EXTENDED ART),RARE,24.0,10.99,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
561,WATERFALL AERIALIST,COMMON,8.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
562,WITHERBLOOM APPRENTICE,UNCOMMON,6.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
563,WITHERBLOOM CAMPUS,COMMON,5.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
564,WITHERBLOOM PLEDGEMAGE,COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
565,WORMHOLE SERPENT,UNCOMMON,17.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
566,ZEPHYR BOOTS,UNCOMMON,14.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
567,"ZIMONE, QUANDRIX PRODIGY",UNCOMMON,16.0,0.25,ENGLISH,NORMAL,NEAR MINT,3277 STRIXHAVEN
596,ASSASSIN'S TROPHY,RARE,1.0,12.99,ENGLISH,NORMAL,NEAR MINT,GUILDS OF RAVNICA
597,CHROMATIC LANTERN,RARE,12.0,11.99,ENGLISH,NORMAL,NEAR MINT,GUILDS OF RAVNICA
598,CREEPING CHILL,UNCOMMON,22.0,0.49,ENGLISH,NORMAL,NEAR MINT,GUILDS OF RAVNICA
599,DEAFENING CLARION,RARE,1.0,0.49,ENGLISH,NORMAL,NEAR MINT,GUILDS OF RAVNICA
