,Name,Number,Rarity,Details,Quantity,Price,Language,Finish,Condition,Expansion
418,Needlethorn Drake,,Common,,8.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
419,Novice Dissector,,Common,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
420,Oggyar Battle-Seer,,Common,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
421,Oriq Loremage (Extended Art),,Rare,,2.0,1.29,English,Normal,NEAR MINT,3277 Strixhaven
422,Overgrown Arch,,Uncommon,,20.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
423,Owlin Shieldmage,,Common,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
424,Pest Summoning,,Common,,1.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
425,Pestilent Cauldron / Restorative Burst,,Rare,,5.0,0.49,English,Normal,NEAR MINT,3277 Strixhaven
426,Pestilent Cauldron / Restorative Burst (Extended Art),,Rare,,2.0,0.49,English,Normal,NEAR MINT,3277 Strixhaven
427,Pigment Storm,,Common,,8.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
428,Pilgrim of the Ages,,Common,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
429,Pillardrop Rescuer,,Common,,5.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
430,Pillardrop Warden,,Common,,6.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
431,"Plargg, Dean of Chaos / Augusta, Dean of Order",,Rare,,16.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
432,"Plargg, Dean of Chaos / Augusta, Dean of Order (Extended Art)",,Rare,,2.0,0.89,English,Normal,NEAR MINT,3277 Strixhaven
433,Poet's Quill,,Rare,,13.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
434,Poet's Quill (Extended Art),,Rare,,1.0,0.49,English,Foil,NEAR MINT,3277 Strixhaven
435,Poet's Quill (Extended Art),,Rare,,1.0,0.59,English,Normal,NEAR MINT,3277 Strixhaven
436,Pop Quiz,,Common,,8.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
437,Practical Research,,Uncommon,,19.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
438,Prismari Apprentice,,Uncommon,,18.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
439,Prismari Campus,,Common,,8.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
440,Prismari Command (Extended Art),,Rare,,1.0,14.99,English,Foil,NEAR MINT,3277 Strixhaven
441,Prismari Pledgemage,,Common,,8.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
442,Professor of Symbology,,Uncommon,,19.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
443,Professor of Zoomancy,,Common,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
444,Professor Onyx (Borderless),,Mythic,,1.0,30.99,English,Foil,NEAR MINT,3277 Strixhaven
445,Professor's Warning,,Common,,4.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
446,Promising Duskmage,,Common,,5.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
447,Quandrix Apprentice,,Uncommon,,17.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
448,Quandrix Campus,,Common,,4.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
449,Quandrix Command,,Rare,,8.0,0.49,English,Normal,NEAR MINT,3277 Strixhaven
450,Quandrix Command,,Rare,,6.0,0.33,English,Foil,NEAR MINT,3277 Strixhaven
451,Quandrix Cultivator,,Uncommon,,17.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
452,Quandrix Pledgemage,,Common,,6.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
453,"Quintorius, Field Historian",,Uncommon,,17.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
454,Radiant Scrollwielder,,Rare,,17.0,0.49,English,Normal,NEAR MINT,3277 Strixhaven
455,Reckless Amplimancer,,Common,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
456,Reconstruct History,,Uncommon,,15.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
457,Reduce to Memory,,Uncommon,,6.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
458,Reflective Golem,,Uncommon,,20.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
459,Reject,,Common,,10.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
460,Relic Sloth,,Common,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
461,Retriever Phoenix,,Rare,,12.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
462,Retriever Phoenix (Extended Art),,Rare,,2.0,0.25,English,Foil,NEAR MINT,3277 Strixhaven
463,Retriever Phoenix (Extended Art),,Rare,,11.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
464,Returned Pastcaller,,Uncommon,,19.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
465,Rip Apart,,Uncommon,,1.0,0.49,English,Normal,NEAR MINT,3277 Strixhaven
466,Rise of Extus,,Common,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
467,"Rootha, Mercurial Artist",,Uncommon,,18.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
468,"Rowan, Scholar of Sparks / Will, Scholar of Frost",,Mythic,,7.0,2.88,English,Normal,NEAR MINT,3277 Strixhaven
469,Rushed Rebirth,,Rare,,13.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
470,Rushed Rebirth,,Rare,,7.0,0.25,English,Foil,NEAR MINT,3277 Strixhaven
471,Scurrid Colony,,Common,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
472,Secret Rendezvous,,Uncommon,,9.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
473,Sedgemoor Witch,,Rare,,25.0,1.99,English,Normal,NEAR MINT,3277 Strixhaven
474,Sedgemoor Witch (Extended Art),,Rare,,6.0,3.99,English,Normal,NEAR MINT,3277 Strixhaven
475,Sedgemoor Witch (Extended Art),,Rare,,1.0,7.99,English,Foil,NEAR MINT,3277 Strixhaven
476,Selfless Glyphweaver / Deadly Vanity,,Rare,,3.0,0.49,English,Normal,NEAR MINT,3277 Strixhaven
477,Selfless Glyphweaver / Deadly Vanity (Extended Art),,Rare,,3.0,0.49,English,Normal,NEAR MINT,3277 Strixhaven
478,Serpentine Curve,,Common,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
479,Shadewing Laureate,,Uncommon,,18.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
480,Shadrix Silverquill,,Mythic,,1.0,8.99,English,Foil,NEAR MINT,3277 Strixhaven
481,Shadrix Silverquill,,Mythic,,2.0,4.89,English,Normal,NEAR MINT,3277 Strixhaven
482,Shadrix Silverquill (Borderless),,Mythic,,7.0,7.99,English,Normal,NEAR MINT,3277 Strixhaven
483,"Shaile, Dean of Radiance / Embrose, Dean of Shadow",,Rare,,10.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
484,"Shaile, Dean of Radiance / Embrose, Dean of Shadow",,Rare,,2.0,0.49,English,Foil,NEAR MINT,3277 Strixhaven
485,Shineshadow Snarl,,Rare,,3.0,1.49,English,Foil,NEAR MINT,3277 Strixhaven
486,Shineshadow Snarl (Extended Art),,Rare,,2.0,3.49,English,Normal,NEAR MINT,3277 Strixhaven
487,Show of Confidence,,Uncommon,,12.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
488,Silverquill Apprentice,,Uncommon,,17.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
489,Silverquill Campus,,Common,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
490,Silverquill Command,,Rare,,4.0,0.25,English,Foil,NEAR MINT,3277 Strixhaven
491,Silverquill Command,,Rare,,13.0,0.49,English,Normal,NEAR MINT,3277 Strixhaven
492,Silverquill Command (Extended Art),,Rare,,4.0,0.69,English,Normal,NEAR MINT,3277 Strixhaven
493,Silverquill Pledgemage,,Common,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
494,Silverquill Silencer,,Rare,,10.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
495,Silverquill Silencer (Extended Art),,Rare,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
496,Snow Day,,Uncommon,,19.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
497,Solve the Equation,,Uncommon,,10.0,2.49,English,Normal,NEAR MINT,3277 Strixhaven
498,Solve the Equation,,Uncommon,,9.0,4.88,English,Foil,NEAR MINT,3277 Strixhaven
499,Soothsayer Adept,,Common,,6.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
500,Sparring Regimen,,Rare,,6.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
501,Sparring Regimen,,Rare,,3.0,0.33,English,Foil,NEAR MINT,3277 Strixhaven
502,Sparring Regimen (Extended Art),,Rare,,9.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
503,Spectacle Mage,,Common,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
504,Specter of the Fens,,Common,,6.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
505,Spell Satchel,,Uncommon,,17.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
506,Spined Karok,,Common,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
507,Spirit Summoning,,Common,,9.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
508,Spiteful Squad,,Common,,6.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
509,Springmane Cervin,,Common,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
510,Square Up,,Common,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
511,Star Pupil,,Common,,6.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
512,Start from Scratch,,Uncommon,,10.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
513,Stonebinder's Familiar,,Uncommon,,19.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
514,Stonebound Mentor,,Common,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
515,Stonerise Spirit,,Common,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
516,Storm-Kiln Artist,,Uncommon,,4.0,2.49,English,Normal,NEAR MINT,3277 Strixhaven
517,Study Break,,Common,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
518,Sudden Breakthrough,,Common,,6.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
519,Symmetry Sage,,Uncommon,,17.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
520,Tanazir Quandrix,,Mythic,,10.0,1.79,English,Normal,NEAR MINT,3277 Strixhaven
521,Tanazir Quandrix (Borderless),,Mythic,,1.0,4.49,English,Normal,NEAR MINT,3277 Strixhaven
522,Tangletrap,,Common,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
523,Teach by Example,,Common,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
524,Teachings of the Archaics,,Rare,,5.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
525,Teachings of the Archaics (Extended Art),,Rare,,2.0,0.49,English,Normal,NEAR MINT,3277 Strixhaven
526,Team Pennant,,Uncommon,,18.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
527,Tempted by the Oriq,,Rare,,8.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
528,Tempted by the Oriq (Extended Art),,Rare,,4.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
529,Tend the Pests,,Uncommon,,13.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
530,Tenured Inkcaster,,Uncommon,,16.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
531,The Biblioplex,,Rare,,8.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
532,The Biblioplex (Extended Art),,Rare,,1.0,1.88,English,Foil,NEAR MINT,3277 Strixhaven
533,Thrilling Discovery,,Common,,2.0,0.49,English,Normal,NEAR MINT,3277 Strixhaven
534,Thunderous Orator,,Uncommon,,18.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
535,Tome Shredder,,Common,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
536,Torrent Sculptor / Flamethrower Sonata,,Rare,,9.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
537,Torrent Sculptor / Flamethrower Sonata (Extended Art),,Rare,,3.0,0.49,English,Foil,NEAR MINT,3277 Strixhaven
538,Torrent Sculptor / Flamethrower Sonata (Extended Art),,Rare,,8.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
539,Twinscroll Shaman,,Common,,6.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
540,Umbral Juke,,Uncommon,,18.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
541,Unwilling Ingredient,,Common,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
542,"Uvilda, Dean of Perfection / Nassari, Dean of Expression",,Rare,,15.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
543,"Uvilda, Dean of Perfection / Nassari, Dean of Expression (Extended Art)",,Rare,,2.0,0.49,English,Normal,NEAR MINT,3277 Strixhaven
544,"Valentin, Dean of the Vein / Lisette, Dean of the Root",,Rare,,17.0,0.99,English,Normal,NEAR MINT,3277 Strixhaven
545,Vanishing Verse (Extended Art),,Rare,,7.0,4.69,English,Normal,NEAR MINT,3277 Strixhaven
546,Velomachus Lorehold,,Mythic,,1.0,3.49,English,Normal,NEAR MINT,3277 Strixhaven
547,Velomachus Lorehold (Borderless),,Mythic,,3.0,18.99,English,Foil,NEAR MINT,3277 Strixhaven
548,Venerable Warsinger,,Rare,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
549,Venerable Warsinger (Extended Art),,Rare,,1.0,0.99,English,Foil,NEAR MINT,3277 Strixhaven
550,Verdant Mastery,,Rare,,15.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
551,Verdant Mastery (Extended Art),,Rare,,5.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
552,Verdant Mastery (Extended Art),,Rare,,5.0,0.25,English,Foil,NEAR MINT,3277 Strixhaven
553,Vineglimmer Snarl,,Rare,,9.0,1.49,English,Normal,NEAR MINT,3277 Strixhaven
554,Vineglimmer Snarl (Extended Art),,Rare,,2.0,3.49,English,Normal,NEAR MINT,3277 Strixhaven
555,Vineglimmer Snarl (Extended Art),,Rare,,2.0,3.49,English,Foil,NEAR MINT,3277 Strixhaven
556,Vortex Runner,,Common,,6.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
557,Wandering Archaic / Explore the Vastlands,,Rare,,21.0,7.99,English,Foil,NEAR MINT,3277 Strixhaven
558,Wandering Archaic / Explore the Vastlands,,Rare,,9.0,6.49,English,Normal,NEAR MINT,3277 Strixhaven
559,Wandering Archaic / Explore the Vastlands (Extended Art),,Rare,,3.0,19.99,English,Foil,NEAR MINT,3277 Strixhaven
560,Wandering Archaic / Explore the Vastlands (Extended Art),,Rare,,24.0,10.99,English,Normal,NEAR MINT,3277 Strixhaven
561,Waterfall Aerialist,,Common,,8.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
562,Witherbloom Apprentice,,Uncommon,,6.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
563,Witherbloom Campus,,Common,,5.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
564,Witherbloom Pledgemage,,Common,,7.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
565,Wormhole Serpent,,Uncommon,,17.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
566,Zephyr Boots,,Uncommon,,14.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
567,"Zimone, Quandrix Prodigy",,Uncommon,,16.0,0.25,English,Normal,NEAR MINT,3277 Strixhaven
596,Assassin's Trophy,,Rare,,1.0,12.99,English,Normal,NEAR MINT,Guilds of Ravnica
597,Chromatic Lantern,,Rare,,12.0,11.99,English,Normal,NEAR MINT,Guilds of Ravnica
598,Creeping Chill,,Uncommon,,22.0,0.49,English,Normal,NEAR MINT,Guilds of Ravnica
599,Deafening Clarion,,Rare,,1.0,0.49,English,Normal,NEAR MINT,Guilds of Ravnica
600,Discovery Dispersal,,Uncommon,,1.0,0.49,English,Normal,NEAR MINT,Guilds of Ravnica
601,Electrostatic Field,,Uncommon,,7.0,1.49,English,Normal,NEAR MINT,Guilds of Ravnica
602,Electrostatic Field,,Uncommon,,1.0,10.99,English,Foil,NEAR MINT,Guilds of Ravnica
603,Expansion Explosion,,Rare,,2.0,1.99,English,Normal,NEAR MINT,Guilds of Ravnica
604,Glowspore Shaman,,Uncommon,,1.0,0.99,English,Foil,NEAR MINT,Guilds of Ravnica
605,Golgari Findbroker,,Uncommon,,2.0,1.49,English,Foil,NEAR MINT,Guilds of Ravnica
606,Ionize,,Rare,,1.0,1.49,English,Normal,NEAR MINT,Guilds of Ravnica
607,Knight of Autumn,,Rare,,5.0,0.49,English,Normal,NEAR MINT,Guilds of Ravnica
608,"Lazav, the Multifarious",,Mythic,,1.0,1.29,English,Normal,NEAR MINT,Guilds of Ravnica
609,Light of the Legion,,Rare,,1.0,0.49,English,Foil,NEAR MINT,Guilds of Ravnica
610,March of the Multitudes,,Mythic,,1.0,5.99,English,Foil,NEAR MINT,Guilds of Ravnica
611,March of the Multitudes,,Mythic,,4.0,1.88,English,Normal,NEAR MINT,Guilds of Ravnica
612,Mausoleum Secrets,,Rare,,2.0,2.99,English,Foil,NEAR MINT,Guilds of Ravnica
613,Mnemonic Betrayal,,Mythic,,15.0,2.29,English,Normal,NEAR MINT,Guilds of Ravnica
614,Mnemonic Betrayal,,Mythic,,3.0,14.99,English,Foil,NEAR MINT,Guilds of Ravnica
615,"Niv-Mizzet, Parun",,Rare,,4.0,4.29,English,Normal,NEAR MINT,Guilds of Ravnica
616,Overgrown Tomb,,Rare,,2.0,13.99,English,Normal,NEAR MINT,Guilds of Ravnica
617,Pelt Collector,,Rare,,4.0,2.49,English,Foil,NEAR MINT,Guilds of Ravnica
618,Pelt Collector,,Rare,,1.0,0.99,English,Normal,NEAR MINT,Guilds of Ravnica
619,Plaguecrafter,,Uncommon,,1.0,8.99,English,Foil,NEAR MINT,Guilds of Ravnica
620,Plaguecrafter,,Uncommon,,13.0,0.49,English,Normal,NEAR MINT,Guilds of Ravnica
621,"Ral, Izzet Viceroy",,Mythic,,1.0,1.59,English,Normal,NEAR MINT,Guilds of Ravnica
622,Risk Factor,,Rare,,3.0,1.99,English,Normal,NEAR MINT,Guilds of Ravnica
623,Risk Factor,,Rare,,1.0,2.49,English,Foil,NEAR MINT,Guilds of Ravnica
624,Sacred Foundry,,Rare,,4.0,21.99,English,Normal,NEAR MINT,Guilds of Ravnica
625,Steam Vents,,Rare,,1.0,17.99,English,Normal,NEAR MINT,Guilds of Ravnica
626,Temple Garden,,Rare,,13.0,14.99,English,Normal,NEAR MINT,Guilds of Ravnica
627,Thought Erasure,,Uncommon,,1.0,2.49,English,Foil,NEAR MINT,Guilds of Ravnica
628,Thousand-Year Storm,,Mythic,,12.0,14.99,English,Normal,NEAR MINT,Guilds of Ravnica
629,Thousand-Year Storm,,Mythic,,2.0,23.99,English,Foil,NEAR MINT,Guilds of Ravnica
630,Trostani Discordant,,Mythic,,2.0,0.99,English,Normal,NEAR MINT,Guilds of Ravnica
631,Trostani Discordant,,Mythic,,2.0,2.99,English,Foil,NEAR MINT,Guilds of Ravnica
632,Underrealm Lich,,Mythic,,7.0,5.88,English,Normal,NEAR MINT,Guilds of Ravnica
633,"Vraska, Golgari Queen",,Mythic,,7.0,4.49,English,Normal,NEAR MINT,Guilds of Ravnica
634,Watery Grave,,Rare,,6.0,14.99,English,Normal,NEAR MINT,Guilds of Ravnica
635,Blighted Woodland,,Uncommon,,2.0,4.89,English,Foil,NEAR MINT,Battle for Zendikar
636,Canopy Vista,,Rare,,1.0,1.99,English,Normal,NEAR MINT,Battle for Zendikar
637,Canopy Vista,,Rare,,2.0,5.99,English,Foil,NEAR MINT,Battle for Zendikar
638,Cinder Glade,,Rare,,2.0,4.99,English,Foil,NEAR MINT,Battle for Zendikar
639,Conduit of Ruin,,Rare,,2.0,1.99,English,Normal,NEAR MINT,Battle for Zendikar
640,Conduit of Ruin,,Rare,,1.0,2.99,English,Foil,NEAR MINT,Battle for Zendikar
641,Crumble to Dust,,Uncommon,,5.0,1.88,English,Foil,NEAR MINT,Battle for Zendikar
642,Dragonmaster Outcast,,Mythic,,7.0,5.49,English,Normal,NEAR MINT,Battle for Zendikar
643,Drana's Emissary,,Uncommon,,2.0,0.88,English,Normal,NEAR MINT,Battle for Zendikar
644,Emeria Shepherd,,Rare,,2.0,0.88,English,Normal,NEAR MINT,Battle for Zendikar
645,Endless One,,Rare,,5.0,0.99,English,Normal,NEAR MINT,Battle for Zendikar
646,Forest (270) (Full Art),,Common,,2.0,1.99,English,Foil,NEAR MINT,Battle for Zendikar
647,Forest (271) (Full Art),,Common,,4.0,1.79,English,Foil,NEAR MINT,Battle for Zendikar
648,Forest (272) (Full Art),,Common,,4.0,1.99,English,Foil,NEAR MINT,Battle for Zendikar
649,Forest (273) (Full Art),,Common,,4.0,1.99,English,Foil,NEAR MINT,Battle for Zendikar
650,Forest (274) (Full Art),,Common,,4.0,0.99,English,Foil,NEAR MINT,Battle for Zendikar
651,From Beyond,,Rare,,6.0,0.99,English,Normal,NEAR MINT,Battle for Zendikar
652,"Gideon, Ally of Zendikar",,Mythic,,8.0,5.29,English,Normal,NEAR MINT,Battle for Zendikar
653,"Gideon, Ally of Zendikar",,Mythic,,1.0,8.99,English,Foil,NEAR MINT,Battle for Zendikar
654,Hedron Archive,,Uncommon,,3.0,0.49,English,Normal,NEAR MINT,Battle for Zendikar
655,Hedron Archive,,Uncommon,,2.0,4.99,English,Foil,NEAR MINT,Battle for Zendikar
656,Island (255) (Full Art),,Common,,4.0,1.99,English,Foil,NEAR MINT,Battle for Zendikar
657,Island (256) (Full Art),,Common,,2.0,2.49,English,Foil,NEAR MINT,Battle for Zendikar
658,Island (257) (Full Art),,Common,,4.0,0.99,English,Foil,NEAR MINT,Battle for Zendikar
659,Island (258) (Full Art),,Common,,4.0,0.99,English,Foil,NEAR MINT,Battle for Zendikar
660,Island (259) (Full Art),,Common,,1.0,1.99,English,Foil,NEAR MINT,Battle for Zendikar
661,"Kiora, Master of the Depths",,Mythic,,1.0,2.49,English,Normal,NEAR MINT,Battle for Zendikar
662,Lumbering Falls,,Rare,,38.0,0.49,English,Normal,NEAR MINT,Battle for Zendikar
663,Lumbering Falls,,Rare,,2.0,1.49,English,Foil,NEAR MINT,Battle for Zendikar
664,Mountain (265) (Full Art),,Common,,3.0,1.49,English,Foil,NEAR MINT,Battle for Zendikar
665,Mountain (266) (Full Art),,Common,,4.0,0.79,English,Foil,NEAR MINT,Battle for Zendikar
666,Mountain (267) (Full Art),,Common,,4.0,1.99,English,Foil,NEAR MINT,Battle for Zendikar
667,Mountain (268) (Full Art),,Common,,4.0,0.49,English,Foil,NEAR MINT,Battle for Zendikar
668,Mountain (269) (Full Art),,Common,,1.0,0.99,English,Foil,NEAR MINT,Battle for Zendikar
669,Ob Nixilis Reignited,,Mythic,,4.0,2.99,English,Foil,NEAR MINT,Battle for Zendikar
670,Oblivion Sower,,Mythic,,4.0,3.49,English,Normal,NEAR MINT,Battle for Zendikar
671,Part the Waterveil,,Mythic,,2.0,4.99,English,Foil,NEAR MINT,Battle for Zendikar
672,Plains (250) (Full Art),,Common,,3.0,1.49,English,Foil,NEAR MINT,Battle for Zendikar
673,Plains (251) (Full Art),,Common,,3.0,0.99,English,Foil,NEAR MINT,Battle for Zendikar
674,Plains (252) (Full Art),,Common,,4.0,0.99,English,Foil,NEAR MINT,Battle for Zendikar
675,Plains (253) (Full Art),,Common,,4.0,1.99,English,Foil,NEAR MINT,Battle for Zendikar
676,Plains (254) (Full Art),,Common,,4.0,0.49,English,Foil,NEAR MINT,Battle for Zendikar
677,Prairie Stream,,Rare,,12.0,0.99,English,Normal,NEAR MINT,Battle for Zendikar
678,Shambling Vent,,Rare,,2.0,3.49,English,Foil,NEAR MINT,Battle for Zendikar
679,Shrine of the Forsaken Gods,,Rare,,10.0,0.59,English,Normal,NEAR MINT,Battle for Zendikar
680,Sire of Stagnation,,Mythic,,1.0,6.99,English,Normal,NEAR MINT,Battle for Zendikar
681,Smoldering Marsh,,Rare,,4.0,1.99,English,Normal,NEAR MINT,Battle for Zendikar
682,Sunken Hollow,,Rare,,5.0,1.79,English,Normal,NEAR MINT,Battle for Zendikar
683,Sunken Hollow,,Rare,,1.0,5.99,English,Foil,NEAR MINT,Battle for Zendikar
684,Swamp (260) (Full Art),,Common,,1.0,1.99,English,Foil,NEAR MINT,Battle for Zendikar
685,Swamp (261) (Full Art),,Common,,4.0,2.49,English,Foil,NEAR MINT,Battle for Zendikar
686,Swamp (262) (Full Art),,Common,,4.0,0.99,English,Foil,NEAR MINT,Battle for Zendikar
687,Swamp (263) (Full Art),,Common,,12.0,1.49,English,Foil,NEAR MINT,Battle for Zendikar
688,Swamp (264) (Full Art),,Common,,4.0,1.99,English,Foil,NEAR MINT,Battle for Zendikar
689,Sylvan Scrying,,Uncommon,,1.0,0.49,English,Normal,NEAR MINT,Battle for Zendikar
690,Transgress the Mind,,Uncommon,,1.0,0.49,English,Foil,NEAR MINT,Battle for Zendikar
691,"Ulamog, the Ceaseless Hunger",,Mythic,,3.0,74.99,English,Normal,NEAR MINT,Battle for Zendikar
692,"Ulamog, the Ceaseless Hunger",,Mythic,,2.0,159.99,English,Foil,NEAR MINT,Battle for Zendikar
693,Undergrowth Champion,,Mythic,,1.0,2.99,English,Normal,NEAR MINT,Battle for Zendikar
694,Void Winnower,,Mythic,,3.0,14.99,English,Normal,NEAR MINT,Battle for Zendikar
695,"Zada, Hedron Grinder",,Rare,,3.0,0.49,English,Normal,NEAR MINT,Battle for Zendikar
696,Black Vise,,S,,2.0,39.99,English,Foil,NEAR MINT,Kaladesh Inventions
697,Combustible Gearhulk,,S,,1.0,66.99,English,Foil,NEAR MINT,Kaladesh Inventions
698,Defense Grid,,S,,1.0,109.99,English,Foil,NEAR MINT,Kaladesh Inventions
699,Engineered Explosives,,S,,1.0,179.99,English,Foil,NEAR MINT,Kaladesh Inventions
700,Extraplanar Lens,,S,,2.0,129.99,English,Foil,NEAR MINT,Kaladesh Inventions
701,Oblivion Stone,,S,,5.0,84.99,English,Foil,NEAR MINT,Kaladesh Inventions
702,Paradox Engine,,S,,2.0,76.99,English,Foil,NEAR MINT,Kaladesh Inventions
703,Pithing Needle,,S,,1.0,179.99,English,Foil,NEAR MINT,Kaladesh Inventions
