"","Count","Name","Expansion","Condition","Language","Finish"
"377",1,"Luminous Bonds","Guilds of Ravnica","Near Mint","English","Normal"
"378",1,"Luminous Bonds","Core 2019","Near Mint","English","Normal"
"379",2,"Luminous Bonds","Rivals of Ixalan","Near Mint","English","Normal"
"380",1,"Loyal Pegasus","Battlebond","Near Mint","English","Normal"
"381",2,"Loxodon Sergeant","War of the Spark","Near Mint","English","Normal"
"382",2,"Loxodon Line Breaker","Core 2019","Near Mint","English","Normal"
"383",4,"Lonesome Unicorn","Throne of Eldraine","Near Mint","English","Normal"
"384",1,"Lightform","Fate Reforged","Near Mint","English","Normal"
"385",1,"Light of Hope","Ikoria: Lair of Behemoths","Near Mint","English","Normal"
"386",3,"Ledev Guardian","Guilds of Ravnica","Near Mint","English","Normal"
"387",1,"Leonin Snarecaster","Theros","Near Mint","English","Normal"
"388",1,"Leonin Vanguard","Core 2019","Near Mint","English","Normal"
"389",1,"Loxodon Restorer","Guilds of Ravnica","Near Mint","English","Normal"
"390",2,"Law-Rune Enforcer","War of the Spark","Near Mint","English","Normal"
"391",1,"Kor Chant","Magic: The Gathering—Conspiracy","Near Mint","English","Normal"
"392",2,"Knight's Pledge","Core 2019","Near Mint","English","Normal"
"393",2,"Knight of the Tusk","Core 2019","Near Mint","English","Normal"
"394",10,"Knightly Valor","Return to Ravnica","Near Mint","English","Normal"
"395",4,"Knight of the Keep","Throne of Eldraine","Near Mint","English","Normal"
"396",2,"Knight of New Benalia","Dominaria","Near Mint","English","Normal"
"397",1,"King of the Pride","Modern Horizons","Near Mint","English","Normal"
"398",2,"Kill Shot","Conspiracy: Take the Crown","Near Mint","English","Normal"
"399",3,"Kemba's Legion","Mirrodin Besieged","Near Mint","English","Normal"
"400",1,"Justiciar's Portal","Ravnica Allegiance","Near Mint","English","Normal"
"401",1,"Irregular Cohort","Modern Horizons","Near Mint","English","Normal"
"402",1,"Ironclad Krovod","War of the Spark","Near Mint","English","Normal"
"403",1,"Invoke the Divine","Core 2019","Near Mint","English","Normal"
"404",1,"Intrusive Packbeast","Guilds of Ravnica","Near Mint","English","Normal"
"405",1,"Inspiring Unicorn","Guilds of Ravnica","Near Mint","English","Normal"
"406",3,"Inspiring Captain","Core Set 2020","Near Mint","English","Normal"
"407",1,"Inspired Charge","Core 2019","Near Mint","English","Normal"
"408",3,"In Oketra's Name","Amonkhet","Near Mint","English","Normal"
"409",1,"Imposing Vantasaur","Ikoria: Lair of Behemoths","Near Mint","English","Normal"
"410",1,"Imperial Lancer","Ixalan","Near Mint","English","Normal"
"411",5,"Impeccable Timing","Amonkhet","Near Mint","English","Normal"
"412",2,"Impassioned Orator","Ravnica Allegiance","Near Mint","English","Normal"
"413",1,"Hope Against Hope","Shadows Over Innistrad","Near Mint","English","Normal"
"414",1,"Haazda Marshal","Guilds of Ravnica","Near Mint","English","Normal"
"415",4,"Gust Walker","Amonkhet","Near Mint","English","Normal"
"416",1,"Griffin Sentinel","Core Set 2020","Near Mint","English","Normal"
"417",3,"Griffin Protector","Core Set 2020","Near Mint","English","Normal"
"418",2,"Grateful Apparition","War of the Spark","Near Mint","English","Normal"
"419",1,"Graceblade Artisan","Dragons of Tarkir","Near Mint","English","Normal"
"420",2,"Gods Willing","Theros","Near Mint","English","Normal"
"421",1,"Gods Willing","Core Set 2020","Near Mint","English","Normal"
"422",2,"Glass Casket","Throne of Eldraine","Near Mint","English","Normal"
"423",2,"Glaring Aegis","Core Set 2020","Near Mint","English","Normal"
"424",1,"Gideon's Sacrifice","War of the Spark","Near Mint","English","Normal"
"425",1,"Gideon's Defeat","Hour of Devastation","Near Mint","English","Normal"
"426",2,"Ghirapur Osprey","Aether Revolt","Near Mint","English","Normal"
"427",1,"Gauntlets of Light","Core Set 2020","Near Mint","English","Normal"
"428",2,"Garrison Cat","Ikoria: Lair of Behemoths","Near Mint","English","Normal"
"429",2,"Gallant Cavalry","Core 2019","Near Mint","English","Normal"
"430",5,"Frantic Salvage","Mirrodin Besieged","Near Mint","English","Normal"
"431",5,"Fortifying Provisions","Throne of Eldraine","Near Mint","English","Normal"
"432",2,"Forsake the Worldly","Amonkhet","Near Mint","English","Normal"
"433",3,"Flutterfox","Throne of Eldraine","Near Mint","English","Normal"
"434",2,"Flight of Equenauts","Guilds of Ravnica","Near Mint","English","Normal"
"435",1,"First Sliver's Chosen","Modern Horizons","Near Mint","English","Normal"
"436",1,"Fencing Ace","Core Set 2020","Near Mint","English","Normal"
"437",5,"Fan Bearer","Amonkhet","Near Mint","English","Normal"
"438",6,"Faerie Guidemother","Throne of Eldraine","Near Mint","English","Normal"
"439",1,"Exultant Skymarcher","Rivals of Ixalan","Near Mint","English","Normal"
"440",1,"Expose to Daylight","Ravnica Allegiance","Near Mint","English","Normal"
"441",2,"Excavation Elephant","Dominaria","Near Mint","English","Normal"
"442",1,"Eternal Isolation","Core Set 2020","Near Mint","English","Normal"
"443",1,"Ephara's Radiance","Born of the Gods","Near Mint","English","Normal"
"444",1,"Enforcer Griffin","War of the Spark","Near Mint","English","Normal"
"445",1,"Emissary of Sunrise","Ixalan","Near Mint","English","Normal"
"446",1,"Echoes of the Kin Tree","Dragons of Tarkir","Near Mint","English","Normal"
"447",2,"Dwarven Priest","Core 2019","Near Mint","English","Normal"
"448",1,"Dutiful Thrull","Gatecrash","Near Mint","English","Normal"
"449",2,"Dutiful Servants","Hour of Devastation","Near Mint","English","Normal"
"450",1,"Dub","Dominaria","Near Mint","English","Normal"
"451",2,"Drannith Healer","Ikoria: Lair of Behemoths","Near Mint","English","Normal"
"452",5,"Djeru's Resolve","Amonkhet","Near Mint","English","Normal"
"453",4,"Djeru's Renunciation","Hour of Devastation","Near Mint","English","Normal"
"454",2,"Divine Verdict","Rivals of Ixalan","Near Mint","English","Normal"
"455",1,"Divine Arrow","Ikoria: Lair of Behemoths","Near Mint","English","Normal"
"456",1,"Disposal Mummy","Hour of Devastation","Near Mint","English","Normal"
"457",2,"Devout Decree","Core Set 2020","Near Mint","English","Normal"
"458",1,"Desert's Hold","Hour of Devastation","Near Mint","English","Normal"
"459",5,"Decommission","Aether Revolt","Near Mint","English","Normal"
"460",1,"Deafening Silence","Throne of Eldraine","Near Mint","English","Normal"
"461",1,"Daysquad Marshal","Ikoria: Lair of Behemoths","Near Mint","English","Normal"
"462",1,"Daybreak Chaplain","Core 2019","Near Mint","English","Normal"
"463",1,"Dawning Angel","Core Set 2020","Near Mint","English","Normal"
"464",1,"Dawn to Dusk","Commander 2015","Near Mint","English","Normal"
"465",1,"Dauntless Aven","Hour of Devastation","Near Mint","English","Normal"
"466",1,"Countless Gears Renegade","Aether Revolt","Near Mint","English","Normal"
"467",2,"Coordinated Charge","Ikoria: Lair of Behemoths","Near Mint","English","Normal"
"468",2,"Conviction","Aether Revolt","Near Mint","English","Normal"
"469",11,"Concordia Pegasus","Return to Ravnica","Near Mint","English","Normal"
"470",4,"Compulsory Rest","Amonkhet","Near Mint","English","Normal"
"471",4,"Collar the Culprit","Guilds of Ravnica","Near Mint","English","Normal"
"472",2,"Cleansing Ray","Rivals of Ixalan","Near Mint","English","Normal"
"473",1,"Checkpoint Officer","Ikoria: Lair of Behemoths","Near Mint","English","Normal"
"474",2,"Charmed Stray","War of the Spark","Near Mint","English","Normal"
"475",1,"Charge","Dominaria","Near Mint","English","Normal"
"476",2,"Channel Harm","Fate Reforged","Near Mint","English","Normal"
"477",1,"Center Soul","Dragons of Tarkir","Near Mint","English","Normal"
"478",2,"Cavalry Drillmaster","Core 2019","Near Mint","English","Normal"
"479",1,"Cast Out","Amonkhet","Near Mint","English","Normal"
"480",1,"Bring to Trial","Ravnica Allegiance","Near Mint","English","Normal"
"481",1,"Bright Reprisal","Ixalan","Near Mint","English","Normal"
"482",1,"Bond of Discipline","War of the Spark","Near Mint","English","Normal"
"483",1,"Blessed Light","Dominaria","Near Mint","English","Normal"
"484",1,"Blazing Hope","Rivals of Ixalan","Near Mint","English","Normal"
"485",1,"Blade Instructor","Guilds of Ravnica","Near Mint","English","Normal"
"486",1,"Blade Banish","Ikoria: Lair of Behemoths","Near Mint","English","Normal"
"487",1,"Bishop's Soldier","Ixalan","Near Mint","English","Normal"
"488",3,"Beloved Princess","Throne of Eldraine","Near Mint","English","Normal"
"489",1,"Battlewise Valor","Theros","Near Mint","English","Normal"
"490",2,"Battlefield Promotion","War of the Spark","Near Mint","English","Normal"
"491",1,"Battalion Foot Soldier","Core Set 2020","Near Mint","English","Normal"
"492",1,"Bastion Enforcer","Aether Revolt","Near Mint","English","Normal"
"493",6,"Bartered Cow","Throne of Eldraine","Near Mint","English","Normal"
"494",1,"Aven Sentry","Dominaria","Near Mint","English","Normal"
"495",1,"Aven of Enduring Hope","Hour of Devastation","Near Mint","English","Normal"
"496",1,"Avacynian Missionaries","Shadows Over Innistrad","Near Mint","English","Normal"
"497",2,"Arrester's Zeal","Ravnica Allegiance","Near Mint","English","Normal"
"498",5,"Ardenvale Tactician","Throne of Eldraine","Near Mint","English","Normal"
"499",5,"Ardenvale Paladin","Throne of Eldraine","Near Mint","English","Normal"
"500",1,"Archon of Absolution","Throne of Eldraine","Near Mint","English","Normal"
"501",2,"Anointer Priest","Amonkhet","Near Mint","English","Normal"
"502",1,"Angelic Gift","Core Set 2020","Near Mint","English","Normal"
"503",2,"Angel of Vitality","Core Set 2020","Near Mint","English","Normal"
"504",1,"Alley Evasion","Aether Revolt","Near Mint","English","Normal"
"505",2,"Aethershield Artificer","Core 2019","Near Mint","English","Normal"
"506",3,"Aether Inspector","Aether Revolt","Near Mint","English","Normal"
"507",2,"Aerial Assault","Core Set 2020","Near Mint","English","Normal"
"508",1,"Act of Heroism","Hour of Devastation","Near Mint","English","Normal"
"509",1,"Yarok's Fenlurker","Core Set 2020","Near Mint","English","Normal"
"510",1,"Wretched Camel","Hour of Devastation","Near Mint","English","Normal"
"511",16,"Witness the End","Oath of the Gatewatch","Near Mint","English","Normal"
"512",1,"Windgrace Acolyte","Dominaria","Near Mint","English","Normal"
"513",3,"Wicked Guardian","Throne of Eldraine","Near Mint","English","Normal"
"514",1,"Whispering Snitch","Guilds of Ravnica","Near Mint","English","Normal"
"515",1,"Whisper Squad","Ikoria: Lair of Behemoths","Near Mint","English","Normal"
"516",7,"Wasteland Scorpion","Amonkhet","Near Mint","English","Normal"
"517",5,"Wander in Death","Amonkhet","Near Mint","English","Normal"
"518",2,"Walking Corpse","Core 2019","Near Mint","English","Normal"
"519",3,"Vraska's Finisher","War of the Spark","Near Mint","English","Normal"
"520",1,"Void Beckoner","Ikoria: Lair of Behemoths","Near Mint","English","Normal"
"521",1,"Vicious Offering","Dominaria","Near Mint","English","Normal"
"522",1,"Venomous Changeling","Modern Horizons","Near Mint","English","Normal"
"523",1,"Vengeful Warchief","Core Set 2020","Near Mint","English","Normal"
"524",1,"Vengeful Vampire","Dark Ascension","Near Mint","English","Normal"
"525",1,"Veiled Shade","Guilds of Ravnica","Near Mint","English","Normal"
"526",1,"Vampire Sovereign","Core 2019","Near Mint","English","Normal"
"527",2,"Vampire Revenant","Rivals of Ixalan","Near Mint","English","Normal"
"528",2,"Vampire Opportunist","War of the Spark","Near Mint","English","Normal"
"529",1,"Vampire of the Dire Moon","Core Set 2020","Near Mint","English","Normal"
"530",1,"Unlikely Aid","Ikoria: Lair of Behemoths","Near Mint","English","Normal"
"531",2,"Unlikely Aid","War of the Spark","Near Mint","English","Normal"
"532",2,"Unholy Indenture","Core Set 2020","Near Mint","English","Normal"
"533",2,"Unexpected Fangs","Ikoria: Lair of Behemoths","Near Mint","English","Normal"
"534",1,"Two-Headed Zombie","Core 2019","Near Mint","English","Normal"
"535",1,"Trial of Ambition","Amonkhet","Near Mint","English","Normal"
"536",7,"Trespasser's Curse","Amonkhet","Near Mint","English","Normal"
"537",3,"Toll of the Invasion","War of the Spark","Near Mint","English","Normal"
"538",2,"Tithebearer Giant","War of the Spark","Near Mint","English","Normal"
"539",1,"Thirsting Shade","Ravnica Allegiance","Near Mint","English","Normal"
"540",4,"Tempting Witch","Throne of Eldraine","Near Mint","English","Normal"
"541",1,"Tasigur's Cruelty","Fate Reforged","Near Mint","English","Normal"
"542",3,"Syr Konrad, the Grim","Throne of Eldraine","Near Mint","English","Normal"
"543",2,"Syphon Soul","Magic: The Gathering—Conspiracy","Near Mint","English","Normal"
"544",1,"Suffocating Fumes","Ikoria: Lair of Behemoths","Near Mint","English","Normal"
"545",1,"Stronghold Confessor","Dominaria","Near Mint","English","Normal"
"546",1,"Strangling Spores","Core 2019","Near Mint","English","Normal"
"547",1,"Spreading Rot","Ixalan","Near Mint","English","Normal"
"548",5,"Splendid Agony","Amonkhet","Near Mint","English","Normal"
"549",1,"Spinal Centipede","Guilds of Ravnica","Near Mint","English","Normal"
"550",2,"Specter's Shriek","Throne of Eldraine","Near Mint","English","Normal"
"551",1,"Spark Reaper","War of the Spark","Near Mint","English","Normal"
"552",5,"Soulstinger","Amonkhet","Near Mint","English","Normal"
"553",1,"Soulblade Corrupter","Battlebond","Near Mint","English","Normal"
"554",1,"Soul Salvage","Dominaria","Near Mint","English","Normal"
"555",2,"Sorcerer of the Fang","Core Set 2020","Near Mint","English","Normal"
"556",4,"Smitten Swordmaster","Throne of Eldraine","Near Mint","English","Normal"
"557",1,"Slum Reaper","Battlebond","Near Mint","English","Normal"
"558",1,"Skymarch Bloodletter","Core 2019","Near Mint","English","Normal"
"559",2,"Skymarch Bloodletter","Ixalan","Near Mint","English","Normal"
"560",2,"Sinister Concoction","Shadows Over Innistrad","Near Mint","English","Normal"
"561",1,"Silumgar Scavenger","Modern Horizons","Near Mint","English","Normal"
"562",2,"Shriekdiver","War of the Spark","Near Mint","English","Normal"
"563",1,"Severed Strands","Guilds of Ravnica","Near Mint","English","Normal"
"564",1,"Scrounger of Souls","Hour of Devastation","Near Mint","English","Normal"
"565",8,"Scarab Feast","Amonkhet","Near Mint","English","Normal"
"566",1,"Sanitarium Skeleton","Core Set 2020","Near Mint","English","Normal"
"567",1,"Revenge of Ravens","Throne of Eldraine","Near Mint","English","Normal"
"568",2,"Returned Reveler","Journey into Nyx","Near Mint","English","Normal"
"569",2,"Returned Centaur","Theros","Near Mint","English","Normal"
"570",1,"Resourceful Return","Aether Revolt","Near Mint","English","Normal"
"571",4,"Regicide","Conspiracy: Take the Crown","Near Mint","English","Normal"
"572",1,"Recover","Rivals of Ixalan","Near Mint","English","Normal"
"573",1,"Reaver Ambush","Rivals of Ixalan","Near Mint","English","Normal"
"574",4,"Reave Soul","Throne of Eldraine","Near Mint","English","Normal"
"575",4,"Reaper of Night","Throne of Eldraine","Near Mint","English","Normal"
"576",1,"Razaketh's Rite","Hour of Devastation","Near Mint","English","Normal"
"577",2,"Ravenous Harpy","Core 2019","Near Mint","English","Normal"
"578",1,"Queen's Agent","Ixalan","Near Mint","English","Normal"
"579",1,"Qarsi High Priest","Fate Reforged","Near Mint","English","Normal"
"580",1,"Public Execution","Conspiracy: Take the Crown","Near Mint","English","Normal"
"581",1,"Plaguecrafter","Guilds of Ravnica","Near Mint","English","Normal"
"582",2,"Plague Wight","Ravnica Allegiance","Near Mint","English","Normal"
"583",3,"Pick the Brain","Shadows Over Innistrad","Near Mint","English","Normal"
"584",1,"Orzhov Racketeers","Ravnica Allegiance","Near Mint","English","Normal"
"585",2,"Order of Midnight","Throne of Eldraine","Near Mint","English","Normal"
"586",1,"Ob Nixilis's Cruelty","War of the Spark","Near Mint","English","Normal"
"587",1,"Ninja of the New Moon","Modern Horizons","Near Mint","English","Normal"
"588",2,"Never Happened","Guilds of Ravnica","Near Mint","English","Normal"
"589",2,"Mutual Destruction","Ikoria: Lair of Behemoths","Near Mint","English","Normal"
"590",1,"Murder","Core Set 2020","Near Mint","English","Normal"
"591",1,"Morkrut Necropod","Shadows Over Innistrad","Near Mint","English","Normal"
"592",1,"Moodmark Painter","Guilds of Ravnica","Near Mint","English","Normal"
"593",2,"Moaning Wall","Hour of Devastation","Near Mint","English","Normal"
"594",1,"Mindless Null","Zendikar","Near Mint","English","Normal"
"595",1,"Mind Rot","Core Set 2020","Near Mint","English","Normal"
"596",2,"Mind Rot","Core 2019","Near Mint","English","Normal"
"597",1,"Merciless Eternal","Hour of Devastation","Near Mint","English","Normal"
"598",5,"Memory Theft","Throne of Eldraine","Near Mint","English","Normal"
"599",3,"Marshmist Titan","Born of the Gods","Near Mint","English","Normal"
"600",3,"Marauding Boneslasher","Hour of Devastation","Near Mint","English","Normal"
