,Name,Number,Rarity,Details,Quantity,Price,Junk,set
236,Near Mint,3,1.99,,,,,http://shop.strikezoneonline.com/Category/Ice_Age.html
237,Academic Dispute,Uncommon,English,Normal,Near Mint,19,0.25,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
238,,Academic Probation,Rare,English,Normal,Near Mint,13,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
239,0.25,,Academic Probation (Extended Art),Rare,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
240,8,0.25,,Academic Probation (Extended Art),Rare,English,Foil,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
241,Near Mint,4,0.25,,Accomplished Alchemist,Rare,English,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
242,Normal,Near Mint,1,0.25,,Accomplished Alchemist (Extended Art),Rare,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
243,English,Normal,Near Mint,1,1.19,,Aether Helix,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
244,Uncommon,English,Normal,Near Mint,16,0.25,,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
245,Ageless Guardian,Common,English,Normal,Near Mint,7,0.25,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
246,,Arcane Subtraction,Common,English,Normal,Near Mint,7,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
247,0.25,,Archmage Emeritus,Rare,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
248,1,3.69,,Archmage Emeritus (Extended Art),Rare,English,Normal,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
249,Near Mint,1,3.99,,Archway Commons,Common,English,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
250,Normal,Near Mint,5,0.25,,Ardent Dustspeaker,Uncommon,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
251,English,Normal,Near Mint,19,0.25,,Arrogant Poet,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
252,Common,English,Normal,Near Mint,5,0.25,,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
253,Augmenter Pugilist / Echoing Equation,Rare,English,Normal,Near Mint,8,0.69,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
254,,Augmenter Pugilist / Echoing Equation (Extended Art),Rare,English,Foil,Near Mint,5,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
255,0.25,,Augmenter Pugilist / Echoing Equation (Extended Art),Rare,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
256,2,0.49,,Baleful Mastery,Rare,English,Normal,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
257,Near Mint,6,2.29,,Basic Conjuration,Rare,English,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
258,Normal,Near Mint,9,0.49,,Basic Conjuration (Extended Art),Rare,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
259,English,Foil,Near Mint,3,0.49,,Basic Conjuration (Extended Art),http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
260,Rare,English,Normal,Near Mint,10,0.25,,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
261,Bayou Groff,Common,English,Normal,Near Mint,7,0.25,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
262,,Beaming Defiance,Common,English,Normal,Near Mint,7,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
263,0.25,,Beledros Witherbloom (Borderless),Mythic,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
264,4,16.99,,Biblioplex Assistant,Common,English,Normal,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
265,Near Mint,3,0.25,,Big Play,Common,English,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
266,Normal,Near Mint,6,0.25,,Biomathematician,Common,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
267,English,Normal,Near Mint,6,0.25,,Blade Historian,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
268,Rare,English,Normal,Near Mint,4,0.99,,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
269,Blade Historian (Extended Art),Rare,English,Foil,Near Mint,1,2.99,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
270,,"Blex, Vexing Pest / Search for Blex",Mythic,English,Foil,Near Mint,2,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
271,1.29,,"Blex, Vexing Pest / Search for Blex",Mythic,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
272,3,1.19,,"Blex, Vexing Pest / Search for Blex (Extended Art)",Mythic,English,Normal,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
273,Near Mint,3,2.59,,Blood Age General,Common,English,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
274,Normal,Near Mint,6,0.25,,Blood Researcher,Common,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
275,English,Normal,Near Mint,7,0.25,,Blot Out the Sky,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
276,Mythic,English,Normal,Near Mint,9,0.98,,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
277,Blot Out the Sky (Extended Art),Mythic,English,Foil,Near Mint,2,3.99,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
278,,Body of Research,Mythic,English,Normal,Near Mint,12,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
279,1.29,,Body of Research (Extended Art),Mythic,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
280,1,4.49,,Bookwurm,Uncommon,English,Normal,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
281,Near Mint,19,0.25,,Brackish Trudge,Uncommon,English,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
282,Normal,Near Mint,19,0.25,,Burrog Befuddler,Common,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
283,English,Normal,Near Mint,7,0.25,,Bury in Books,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
284,Common,English,Normal,Near Mint,7,0.25,,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
285,Callous Bloodmage (Extended Art),Rare,English,Normal,Near Mint,2,1.99,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
286,,Campus Guide,Common,English,Normal,Near Mint,8,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
287,0.25,,Charge Through,Common,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
288,5,0.25,,Clever Lumimancer,Uncommon,English,Foil,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
289,Near Mint,3,0.49,,Clever Lumimancer,Uncommon,English,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
290,Normal,Near Mint,12,0.49,,Closing Statement,Uncommon,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
291,English,Normal,Near Mint,17,0.25,,"Codie, Vociferous Codex",http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
292,Rare,English,Normal,Near Mint,10,0.25,,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
293,"Codie, Vociferous Codex (Extended Art)",Rare,English,Normal,Near Mint,2,2.99,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
294,,Cogwork Archivist,Common,English,Normal,Near Mint,7,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
295,0.25,,Combat Professor,Common,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
296,7,0.25,,Confront the Past,Rare,English,Normal,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
297,Near Mint,9,0.25,,Confront the Past (Extended Art),Rare,English,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
298,Foil,Near Mint,1,0.33,,Confront the Past (Extended Art),Rare,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
299,English,Normal,Near Mint,7,0.25,,Conspiracy Theorist,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
300,Rare,English,Normal,Near Mint,7,0.49,,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
301,Conspiracy Theorist (Extended Art),Rare,English,Foil,Near Mint,1,0.99,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
302,,Containment Breach,Uncommon,English,Normal,Near Mint,8,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
303,0.25,,Cram Session,Common,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
304,6,0.25,,Creative Outburst,Uncommon,English,Normal,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
305,Near Mint,18,0.25,,Crushing Disappointment,Common,English,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
306,Normal,Near Mint,7,0.25,,Culling Ritual,Rare,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
307,English,Foil,Near Mint,3,5.49,,Culling Ritual (Extended Art),http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
308,Rare,English,Normal,Near Mint,2,6.99,,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
309,Culmination of Studies,Rare,English,Normal,Near Mint,13,0.25,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
310,,Culmination of Studies (Extended Art),Rare,English,Foil,Near Mint,3,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
311,0.33,,Culmination of Studies (Extended Art),Rare,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
312,7,0.25,,Curate,Common,English,Normal,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
313,Near Mint,9,0.25,,Daemogoth Titan,Rare,English,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
314,Normal,Near Mint,10,0.79,,Daemogoth Titan (Extended Art),Rare,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
315,English,Normal,Near Mint,4,1.99,,Daemogoth Woe-Eater,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
316,Uncommon,English,Normal,Near Mint,17,0.25,,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
317,Deadly Brew,Uncommon,English,Normal,Near Mint,14,0.25,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
318,,Decisive Denial,Uncommon,English,Normal,Near Mint,16,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
319,0.25,,Defend the Campus,Common,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
320,7,0.25,,Detention Vortex,Uncommon,English,Normal,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
321,Near Mint,16,0.25,,Devastating Mastery,Rare,English,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
322,Normal,Near Mint,11,0.25,,Devastating Mastery (Extended Art),Rare,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
323,English,Normal,Near Mint,3,0.49,,Devouring Tendrils,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
324,Uncommon,English,Normal,Near Mint,8,0.25,,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
325,"Dina, Soul Steeper",Uncommon,English,Normal,Near Mint,13,0.25,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
326,,Divide by Zero,Uncommon,English,Normal,Near Mint,6,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
327,0.25,,Double Major,Rare,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
328,4,1.49,,Draconic Intervention,Rare,English,Normal,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
329,Near Mint,11,0.25,,Draconic Intervention (Extended Art),Rare,English,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
330,Normal,Near Mint,10,0.25,,Dragon's Approach,Common,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
331,English,Normal,Near Mint,13,2.29,,Dragonsguard Elite,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
332,Rare,English,Normal,Near Mint,8,0.25,,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
333,Dragonsguard Elite (Extended Art),Rare,English,Normal,Near Mint,4,0.69,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
334,,Dramatic Finale,Rare,English,Normal,Near Mint,10,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
335,0.25,,Dramatic Finale (Extended Art),Rare,English,Foil,Near Mint,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
336,1,0.49,,Dream Strix,Rare,English,Normal,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
337,Near Mint,15,0.25,,Dream Strix (Extended Art),Rare,English,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
338,Normal,Near Mint,6,0.25,,Dream Strix (Extended Art),Rare,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
339,English,Foil,Near Mint,3,0.25,,Dueling Coach,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
340,Uncommon,English,Normal,Near Mint,15,0.25,,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
341,Eager First-Year,Common,English,Normal,Near Mint,5,0.25,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
342,,Ecological Appreciation,Mythic,English,Normal,Near Mint,1,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
343,0.49,,Ecological Appreciation (Extended Art),Mythic,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
344,6,1.99,,Efreet Flamepainter,Rare,English,Normal,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
345,Near Mint,5,0.25,,Efreet Flamepainter (Extended Art),Rare,English,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
346,Foil,Near Mint,1,1.49,,Elemental Expressionist,Rare,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
347,English,Normal,Near Mint,15,0.25,,Elemental Expressionist (Extended Art),http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
348,Rare,English,Normal,Near Mint,6,0.25,,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
349,Elemental Masterpiece,Common,English,Normal,Near Mint,7,0.25,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
350,,Elemental Summoning,Common,English,Normal,Near Mint,10,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
351,0.25,,Elite Spellbinder,Rare,English,Foil,Near Mint,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
352,6,3.99,,Elite Spellbinder,Rare,English,Normal,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
353,Near Mint,3,2.99,,Elite Spellbinder (Extended Art),Rare,English,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
354,Foil,Near Mint,1,7.99,,Elite Spellbinder (Extended Art),Rare,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
355,English,Normal,Near Mint,11,3.49,,Emergent Sequence,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
356,Uncommon,English,Normal,Near Mint,16,0.25,,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
357,Enthusiastic Study,Common,English,Normal,Near Mint,7,0.25,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
358,,Essence Infusion,Common,English,Normal,Near Mint,6,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
359,0.25,,Eureka Moment,Common,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
360,6,0.25,,Excavated Wall,Common,English,Normal,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
361,Near Mint,7,0.25,,Exhilarating Elocution,Common,English,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
362,Normal,Near Mint,5,0.25,,Expanded Anatomy,Common,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
363,English,Normal,Near Mint,9,0.25,,Expel,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
364,Common,English,Normal,Near Mint,7,0.25,,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
365,Explosive Welcome,Uncommon,English,Normal,Near Mint,19,0.25,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
366,,Exponential Growth,Rare,English,Normal,Near Mint,12,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
367,0.69,,Exponential Growth (Extended Art),Rare,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
368,1,1.29,,Expressive Iteration,Uncommon,English,Foil,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
369,Near Mint,1,7.88,,"Extus, Oriq Overlord / Awaken the Blood Avatar",Mythic,English,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
370,Foil,Near Mint,3,1.99,,"Extus, Oriq Overlord / Awaken the Blood Avatar",Mythic,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
371,English,Normal,Near Mint,8,1.49,,"Extus, Oriq Overlord / Awaken the Blood Avatar (Extended Art)",http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
372,Mythic,English,Foil,Near Mint,4,8.99,,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
373,Fervent Mastery,Rare,English,Normal,Near Mint,15,0.25,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
374,,Fervent Mastery (Extended Art),Rare,English,Foil,Near Mint,1,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
375,0.49,,Fervent Mastery (Extended Art),Rare,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
376,8,0.25,,Field Trip,Common,English,Normal,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
377,Near Mint,6,0.25,,First Day of Class,Common,English,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
378,Normal,Near Mint,2,0.25,,Flamescroll Celebrant / Revel in Silence,Rare,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
379,English,Normal,Near Mint,11,0.25,,Flamescroll Celebrant / Revel in Silence (Extended Art),http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
380,Rare,English,Normal,Near Mint,1,0.49,,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
381,Flunk,Uncommon,English,Normal,Near Mint,19,0.25,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
382,,Fortifying Draught,Uncommon,English,Normal,Near Mint,20,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
383,0.25,,Fractal Summoning,Common,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
384,10,0.25,,Frost Trickster,Common,English,Normal,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
385,Near Mint,6,0.25,,Frostboil Snarl (Extended Art),Rare,English,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
386,Foil,Near Mint,1,5.99,,Frostboil Snarl (Extended Art),Rare,http://shop.strikezoneonline.com/Category/3277_Strixhaven.html
