Count,Tradelist Count,Name,Edition,Condition,Language,Foil,Tags,Last Modified
"1","1","Stone Quarry","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:08.619069"
"8","8","Holdout Settlement","Oath of the Gatewatch","Near Mint","English","","","2022-02-27 02:37:08.610354"
"1","1","Highland Lake","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:08.543320"
"3","3","Foul Orchard","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:08.534283"
"4","4","Fertile Thicket","Battle for Zendikar","Near Mint","English","","","2022-02-27 02:37:08.508858"
"1","1","Evolving Wilds","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:37:08.501068"
"4","4","Evolving Wilds","Amonkhet","Near Mint","English","","","2022-02-27 02:37:08.491545"
"2","2","Evolving Wilds","Conspiracy: Take the Crown","Near Mint","English","","","2022-02-27 02:37:08.464085"
"2","2","Evolving Wilds","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:37:08.445207"
"3","3","Evolving Wilds","Battle for Zendikar","Near Mint","English","","","2022-02-27 02:37:08.426289"
"9","9","Crumbling Vestige","Oath of the Gatewatch","Near Mint","English","","","2022-02-27 02:37:08.407874"
"3","3","Cinder Barrens","Oath of the Gatewatch","Near Mint","English","","","2022-02-27 02:37:08.366931"
"7","7","Cradle of the Accursed","Amonkhet","Near Mint","English","","","2022-02-27 02:37:08.358202"
"3","3","Blighted Steppe","Battle for Zendikar","Near Mint","English","","","2022-02-27 02:37:08.306386"
"2","2","Blighted Gorge","Battle for Zendikar","Near Mint","English","","","2022-02-27 02:37:08.297571"
"1","1","Azorius Guildgate","Modern Masters 2017 Edition","Near Mint","English","","","2022-02-27 02:37:08.279186"
"1","1","Azorius Guildgate","Dragon's Maze","Near Mint","English","","","2022-02-27 02:37:08.270119"
"1","1","Wrangle","Aether Revolt","Near Mint","English","","","2022-02-27 02:37:08.261068"
"3","3","Welding Sparks","Kaladesh","Near Mint","English","","","2022-02-27 02:37:08.246645"
"3","3","Voldaren Duelist","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:08.219508"
"1","1","Violent Impact","Amonkhet","Near Mint","English","","","2022-02-27 02:37:08.182929"
"4","4","Vildin-Pack Outcast","Eldritch Moon","Near Mint","English","","","2022-02-27 02:37:08.172149"
"5","5","Vestige of Emrakul","Battle for Zendikar","Near Mint","English","","","2022-02-27 02:37:08.162809"
"1","1","Vessel of Volatility","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:08.154645"
"2","2","Valakut Predator","Battle for Zendikar","Near Mint","English","","","2022-02-27 02:37:08.144396"
"5","5","Valakut Invoker","Battle for Zendikar","Near Mint","English","","","2022-02-27 02:37:08.135720"
"2","2","Uncaged Fury","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:08.118142"
"1","1","Ulrich's Kindred","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:08.098740"
"2","2","Tormenting Voice","Amonkhet","Near Mint","English","","","2022-02-27 02:37:08.089562"
"2","2","Tormenting Voice","Conspiracy: Take the Crown","Near Mint","English","","","2022-02-27 02:37:08.071002"
"1","1","Tormenting Voice","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:08.052418"
"7","7","Thriving Grubs","Kaladesh","Near Mint","English","","","2022-02-27 02:37:08.042391"
"4","4","Thresher Lizard","Amonkhet","Near Mint","English","","","2022-02-27 02:37:08.023076"
"3","3","Structural Distortion","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:07.978191"
"2","2","Stoneshock Giant","Conspiracy: Take the Crown","Near Mint","English","","","2022-02-27 02:37:07.949082"
"3","3","Stonefury","Battle for Zendikar","Near Mint","English","","","2022-02-27 02:37:07.928351"
"4","4","Stensia Innkeeper","Eldritch Moon","Near Mint","English","","","2022-02-27 02:37:07.909742"
"2","2","Stensia Banquet","Eldritch Moon","Near Mint","English","","","2022-02-27 02:37:07.846129"
"3","3","Spontaneous Artist","Kaladesh","Near Mint","English","","","2022-02-27 02:37:07.837119"
"2","2","Spiteful Motives","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:07.827405"
"5","5","Spireside Infiltrator","Kaladesh","Near Mint","English","","","2022-02-27 02:37:07.808605"
"8","8","Sparkmage's Gambit","Oath of the Gatewatch","Near Mint","English","","","2022-02-27 02:37:07.797752"
"1","1","Shatter","Khans of Tarkir","Near Mint","English","","","2022-02-27 02:37:07.770292"
"4","4","Senseless Rage","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:07.759919"
"1","1","Satyr Hoplite","Journey into Nyx","Near Mint","English","","","2022-02-27 02:37:07.722153"
"1","1","Sarkhan's Rage","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:37:07.712271"
"2","2","Sanguinary Mage","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:07.701947"
"3","3","Salivating Gremlins","Kaladesh","Near Mint","English","","","2022-02-27 02:37:07.684524"
"4","4","Rush of Adrenaline","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:07.676369"
"7","7","Ruinous Gremlin","Kaladesh","Near Mint","English","","","2022-02-27 02:37:07.641862"
"3","3","Renegade Tactics","Kaladesh","Near Mint","English","","","2022-02-27 02:37:07.613396"
"1","1","Reduce to Ashes","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:07.597045"
"2","2","Reckless Fireweaver","Kaladesh","Near Mint","English","","","2022-02-27 02:37:07.588294"
"2","2","Ravenous Bloodseeker","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:07.569586"
"1","1","Pyretic Hunter","Conspiracy: Take the Crown","Near Mint","English","","","2022-02-27 02:37:07.551910"
"5","5","Pyre Hound","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:07.543095"
"3","3","Pursue Glory","Amonkhet","Near Mint","English","","","2022-02-27 02:37:07.499406"
"3","3","Precise Strike","Aether Revolt","Near Mint","English","","","2022-02-27 02:37:07.473114"
"2","2","Pathmaker Initiate","Amonkhet","Near Mint","English","","","2022-02-27 02:37:07.456800"
"3","3","Outnumber","Battle for Zendikar","Near Mint","English","","","2022-02-27 02:37:07.439445"
"1","1","Ogre Sentry","Conspiracy: Take the Crown","Near Mint","English","","","2022-02-27 02:37:07.423038"
"6","6","Nettle Drone","Battle for Zendikar","Near Mint","English","","","2022-02-27 02:37:07.413578"
"6","6","Nef-Crop Entangler","Amonkhet","Near Mint","English","","","2022-02-27 02:37:07.405119"
"3","3","Minotaur Sureshot","Amonkhet","Near Mint","English","","","2022-02-27 02:37:07.353687"
"1","1","Manticore of the Gauntlet","Amonkhet","Near Mint","English","","","2022-02-27 02:37:07.327026"
"1","1","Make Mischief","Eldritch Moon","Near Mint","English","","","2022-02-27 02:37:07.317933"
"4","4","Magmatic Chasm","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:07.308310"
"2","2","Mad Prophet","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:07.270020"
"5","5","Lavastep Raider","Battle for Zendikar","Near Mint","English","","","2022-02-27 02:37:07.249944"
"1","1","Lathnu Sailback","Aether Revolt","Near Mint","English","","","2022-02-27 02:37:07.223470"
"2","2","Kiln Fiend","Conspiracy: Take the Crown","Near Mint","English","","","2022-02-27 02:37:07.213626"
"1","1","Plummet","Conspiracy: Take the Crown","Near Mint","English","","","2022-02-27 02:37:12.387025"
"2","2","Pheres-Band Thunderhoof","Journey into Nyx","Near Mint","English","","","2022-02-27 02:37:12.377761"
"1","1","Overrun","Conspiracy: Take the Crown","Near Mint","English","","","2022-02-27 02:37:12.369095"
"6","6","Ornery Kudu","Amonkhet","Near Mint","English","","","2022-02-27 02:37:12.356225"
"3","3","Ornamental Courage","Kaladesh","Near Mint","English","","","2022-02-27 02:37:12.330391"
"6","6","Oashra Cultivator","Amonkhet","Near Mint","English","","","2022-02-27 02:37:12.321971"
"2","2","Kessig Forgemaster","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:07.194922"
"4","4","Insolent Neonate","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:07.177457"
"1","1","Inner Struggle","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:07.143487"
"1","1","Incorrigible Youths","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:07.134194"
"2","2","Ill-Tempered Cyclops","Conspiracy: Take the Crown","Near Mint","English","","","2022-02-27 02:37:07.124587"
"1","1","Gluttonous Cyclops","Journey into Nyx","Near Mint","English","","","2022-02-27 02:37:06.986210"
"1","1","Gibbering Fiend","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:06.976953"
"4","4","Giant Spectacle","Kaladesh","Near Mint","English","","","2022-02-27 02:37:06.967300"
"1","1","Geistblast","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:06.932535"
"1","1","Gatstaf Arsonists","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:06.923270"
"2","2","Garbage Fire","Conspiracy: Take the Crown","Near Mint","English","","","2022-02-27 02:37:06.914448"
"3","3","Frontline Rebel","Aether Revolt","Near Mint","English","","","2022-02-27 02:37:06.897771"
"2","2","Fling","Amonkhet","Near Mint","English","","","2022-02-27 02:37:06.881003"
"6","6","Falkenrath Reaver","Eldritch Moon","Near Mint","English","","","2022-02-27 02:37:06.855877"
"2","2","Emberhorn Minotaur","Amonkhet","Near Mint","English","","","2022-02-27 02:37:06.811701"
"4","4","Ember-Eye Wolf","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:06.791930"
"1","1","Ember Beast","Conspiracy: Take the Crown","Near Mint","English","","","2022-02-27 02:37:06.758321"
"3","3","Electrify","Amonkhet","Near Mint","English","","","2022-02-27 02:37:06.749546"
"4","4","Dual Shot","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:06.723639"
"1","1","Dragon Fodder","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:37:06.689479"
"2","2","Dissension in the Ranks","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:06.677095"
"7","7","Devour in Flames","Oath of the Gatewatch","Near Mint","English","","","2022-02-27 02:37:06.659885"
"1","1","Deputized Protester","Conspiracy: Take the Crown","Near Mint","English","","","2022-02-27 02:37:06.643618"
"3","3","Demolish","Kaladesh","Near Mint","English","","","2022-02-27 02:37:06.635220"
"3","3","Dance with Devils","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:06.626330"
"1","1","Coordinated Assault","Conspiracy: Take the Crown","Near Mint","English","","","2022-02-27 02:37:06.600445"
"2","2","Convicted Killer","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:06.590030"
"2","2","Cone of Flame","Welcome Deck 2016","Near Mint","English","","","2022-02-27 02:37:06.571297"
"10","10","Cinder Hellion","Oath of the Gatewatch","Near Mint","English","","","2022-02-27 02:37:06.552937"
"5","5","Chandra's Pyrohelix","Kaladesh","Near Mint","English","","","2022-02-27 02:37:06.535368"
"2","2","Cathartic Reunion","Kaladesh","Near Mint","English","","","2022-02-27 02:37:06.516593"
"2","2","Cartouche of Zeal","Amonkhet","Near Mint","English","","","2022-02-27 02:37:06.496844"
"2","2","Built to Smash","Kaladesh","Near Mint","English","","","2022-02-27 02:37:06.477939"
"1","1","Burn Away","Conspiracy: Take the Crown","Near Mint","English","","","2022-02-27 02:37:06.460252"
"5","5","Brute Strength","Amonkhet","Near Mint","English","","","2022-02-27 02:37:06.451353"
"11","11","Brute Strength","Oath of the Gatewatch","Near Mint","English","","","2022-02-27 02:37:06.408691"
"5","5","Brazen Wolves","Eldritch Moon","Near Mint","English","","","2022-02-27 02:37:06.374741"
"4","4","Borderland Marauder","Welcome Deck 2016","Near Mint","English","","","2022-02-27 02:37:06.339879"
"3","3","Boiling Earth","Battle for Zendikar","Near Mint","English","","","2022-02-27 02:37:06.302106"
"4","4","Bloodmad Vampire","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:06.293548"
"4","4","Bloodlust Inciter","Amonkhet","Near Mint","English","","","2022-02-27 02:37:06.258980"
"2","2","Bloodfire Expert","Khans of Tarkir","Near Mint","English","","","2022-02-27 02:37:06.223870"
"1","1","Blood Mist","Eldritch Moon","Near Mint","English","","","2022-02-27 02:37:06.214344"
"3","3","Aether Chaser","Aether Revolt","Near Mint","English","","","2022-02-27 02:37:06.194969"
"1","1","Write into Being","Fate Reforged","Near Mint","English","","","2022-02-27 02:37:06.159047"
"1","1","Wings of Velis Vel","Modern Masters 2015 Edition","Near Mint","English","","","2022-02-27 02:37:06.148431"
"6","6","Winds of Rebuke","Amonkhet","Near Mint","English","","","2022-02-27 02:37:06.138360"
"4","4","Wind Drake","Kaladesh","Near Mint","English","","","2022-02-27 02:37:06.105714"
"4","4","Weldfast Wingsmith","Kaladesh","Near Mint","English","","","2022-02-27 02:37:06.095239"
"5","5","Wave-Wing Elemental","Battle for Zendikar","Near Mint","English","","","2022-02-27 02:37:06.085271"
"1","1","Water Servant","Modern Masters 2015 Edition","Near Mint","English","","","2022-02-27 02:37:06.075173"
"7","7","Vessel of Paramnesia","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:06.064044"
"4","4","Vedalken Blademaster","Kaladesh","Near Mint","English","","","2022-02-27 02:37:06.024768"
"2","2","Vaporkin","Conspiracy: Take the Crown","Near Mint","English","","","2022-02-27 02:37:06.005039"
"1","1","Uninvited Geist","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:05.993600"
"1","1","Uncovered Clues","Dragon's Maze","Near Mint","English","","","2022-02-27 02:37:05.982224"
"14","14","Umara Entangler","Oath of the Gatewatch","Near Mint","English","","","2022-02-27 02:37:05.971180"
"6","6","Turn Aside","Eldritch Moon","Near Mint","English","","","2022-02-27 02:37:05.952419"
"3","3","Trusted Advisor","Saviors of Kamigawa","Near Mint","English","","","2022-02-27 02:37:05.942161"
"1","1","Traumatic Visions","Conspiracy: Take the Crown","Near Mint","English","","","2022-02-27 02:37:05.929291"
"2","2","Tricks of the Trade","Welcome Deck 2017","Near Mint","English","","","2022-02-27 02:37:05.918479"
"6","6","Thriving Turtle","Kaladesh","Near Mint","English","","","2022-02-27 02:37:05.898976"
"1","1","Thoughtcast","Modern Masters 2015 Edition","Near Mint","English","","","2022-02-27 02:37:05.867776"
"7","7","Tezzeret's Ambition","Kaladesh","Near Mint","English","","","2022-02-27 02:37:05.855143"
"2","2","Take Inventory","Eldritch Moon","Near Mint","English","","","2022-02-27 02:37:05.828670"
"4","4","Take into Custody","Aether Revolt","Near Mint","English","","","2022-02-27 02:37:05.820392"
"8","8","Tah-Crop Skirmisher","Amonkhet","Near Mint","English","","","2022-02-27 02:37:05.803153"
"13","13","Sweep Away","Oath of the Gatewatch","Near Mint","English","","","2022-02-27 02:37:05.769043"
"1","1","Sultai Skullkeeper","Fate Reforged","Near Mint","English","","","2022-02-27 02:37:05.760581"
"8","8","Stormrider Spirit","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:05.750702"
"1","1","Stitchwing Skaab","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:05.724121"
"8","8","Stitched Mangler","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:05.714507"
"1","1","Stealer of Secrets","Welcome Deck 2017","Near Mint","English","","","2022-02-27 02:37:05.686549"
"4","4","Statute of Denial","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:37:05.676519"
"1","1","Sphinx of Magosi","Welcome Deck 2016","Near Mint","English","","","2022-02-27 02:37:05.668215"
"3","3","Spellweaver Eternal","Hour of Devastation","Near Mint","English","","","2022-02-27 02:37:05.655460"
"2","2","Somber Hoverguard","Modern Masters 2015 Edition","Near Mint","English","","","2022-02-27 02:37:05.637447"
"8","8","Sleep Paralysis","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:05.617967"
"2","2","Skittering Crustacean","Conspiracy: Take the Crown","Near Mint","English","","","2022-02-27 02:37:05.578966"
"9","9","Silent Observer","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:05.561752"
"1","1","Silent Departure","Innistrad","Near Mint","English","","","2022-02-27 02:37:05.536209"
"5","5","Silburlind Snapper","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:37:05.527368"
"1","1","Shoreline Ranger","Eternal Masters","Near Mint","English","","","2022-02-27 02:37:05.493762"
"3","3","Shipwreck Moray","Aether Revolt","Near Mint","English","","","2022-02-27 02:37:05.484996"
"9","9","Shimmerscale Drake","Amonkhet","Near Mint","English","","","2022-02-27 02:37:05.467873"
"1","1","Separatist Voidmage","Magic Origins","Near Mint","English","","","2022-02-27 02:37:05.416074"
