"","Name","Edition","Condition","Language","Foil","Count"
"421","Stitched Mangler","Shadows over Innistrad","Near Mint","English","",1
"422","Stealer of Secrets","Welcome Deck 2017","Near Mint","English","",1
"423","Statute of Denial","Magic 2015 Core Set","Near Mint","English","",1
"424","Sphinx of Magosi","Welcome Deck 2016","Near Mint","English","",1
"425","Spellweaver Eternal","Hour of Devastation","Near Mint","English","",1
"426","Somber Hoverguard","Modern Masters 2015 Edition","Near Mint","English","",1
"427","Sleep Paralysis","Shadows over Innistrad","Near Mint","English","",1
"428","Skittering Crustacean","Conspiracy: Take the Crown","Near Mint","English","",1
"429","Silent Observer","Shadows over Innistrad","Near Mint","English","",1
"430","Silent Departure","Innistrad","Near Mint","English","",2
"431","Silburlind Snapper","Shadows over Innistrad","Near Mint","English","",2
"432","Shoreline Ranger","Eternal Masters","Near Mint","English","",1
"433","Shipwreck Moray","Aether Revolt","Near Mint","English","",1
"434","Shimmerscale Drake","Amonkhet","Near Mint","English","",1
"435","Separatist Voidmage","Magic Origins","Near Mint","English","",1
"436","Select for Inspection","Kaladesh","Near Mint","English","",1
"437","Seer of the Last Tomorrow","Hour of Devastation","Near Mint","English","",1
"438","Seeker of Insight","Amonkhet","Near Mint","English","",1
"439","Seagraf Skaab","Shadows over Innistrad","Near Mint","English","",1
"440","Scribe of the Mindful","Amonkhet","Near Mint","English","",1
"441","Scatter Arc","Gatecrash","Near Mint","English","",1
"442","Roiling Waters","Oath of the Gatewatch","Near Mint","English","",1
"443","River Serpent","Amonkhet","Near Mint","English","",1
"444","Rise from the Tides","Shadows over Innistrad","Near Mint","English","",1
"445","Revolutionary Rebuff","Kaladesh","Near Mint","English","",1
"446","Rakshasa's Disdain","Fate Reforged","Near Mint","English","",2
"447","Reckless Scholar","Shadows over Innistrad","Near Mint","English","",2
"448","Press for Answers","Shadows over Innistrad","Near Mint","English","",1
"449","Winged Shepherd","Amonkhet","Near Mint","English","",1
"450","Wings of the Guard","Conspiracy: Take the Crown","Near Mint","English","",1
"451","Vessel of Ephemera","Shadows over Innistrad","Near Mint","English","",1
"452","Unwavering Initiate","Amonkhet","Near Mint","English","",1
"453","Unruly Mob","Shadows over Innistrad","Near Mint","English","",1
"454","Unified Front","Battle for Zendikar","Near Mint","English","",1
"455","Throne Warden","Conspiracy: Take the Crown","Near Mint","English","",1
"456","Thriving Ibex","Kaladesh","Near Mint","English","",1
"457","Thraben Standard Bearer","Eldritch Moon","Near Mint","English","",1
"458","Those Who Serve","Amonkhet","Near Mint","English","",1
"459","Tenacity","Shadows over Innistrad","Near Mint","English","",1
"460","Tasseled Dromedary","Kaladesh","Near Mint","English","",1
"461","Tah-Crop Elite","Amonkhet","Near Mint","English","",1
"462","Survive the Night","Shadows over Innistrad","Near Mint","English","",2
"463","Supply Caravan","Amonkhet","Near Mint","English","",1
"464","Strength of Arms","Shadows over Innistrad","Near Mint","English","",1
"465","Stern Constable","Shadows over Innistrad","Near Mint","English","",1
"466","Steadfast Cathar","Eldritch Moon","Near Mint","English","",1
"467","Spectral Shepherd","Shadows over Innistrad","Near Mint","English","",1
"468","Spectral Reserves","Eldritch Moon","Near Mint","English","",1
"469","Sparring Mummy","Amonkhet","Near Mint","English","",1
"470","Smite the Monstrous","Battle for Zendikar","Near Mint","English","",2
"471","Silverstrike","Shadows over Innistrad","Near Mint","English","",1
"472","Sigardian Priest","Eldritch Moon","Near Mint","English","",1
"473","Shieldhide Dragon","Dragons of Tarkir","Near Mint","English","",1
"474","Serra Angel","Welcome Deck 2016","Near Mint","English","",1
"475","Rhet-Crop Spearmaster","Amonkhet","Near Mint","English","",1
"476","Revoke Privileges","Kaladesh","Near Mint","English","",1
"477","Protection of the Hekma","Amonkhet","Near Mint","English","",1
"478","Pressure Point","Kaladesh","Near Mint","English","",1
"479","Oppressive Rays","Journey into Nyx","Near Mint","English","",1
"480","Ondu Rising","Battle for Zendikar","Near Mint","English","",1
"481","Noble Banneret","Conspiracy: Take the Crown","Near Mint","English","",1
"482","Ninth Bridge Patrol","Kaladesh","Near Mint","English","",1
"483","Moorland Drifter","Shadows over Innistrad","Near Mint","English","",1
"484","Mighty Leap","Oath of the Gatewatch","Near Mint","English","",1
"485","Mighty Leap","Amonkhet","Near Mint","English","",1
"486","Marked by Honor","Welcome Deck 2016","Near Mint","English","",1
"487","Makindi Patrol","Battle for Zendikar","Near Mint","English","",2
"488","Makindi Aeronaut","Oath of the Gatewatch","Near Mint","English","",1
"489","Lieutenants of the Guard","Conspiracy: Take the Crown","Near Mint","English","",1
"490","Kitesail Scout","Battle for Zendikar","Near Mint","English","",2
"491","Kill Shot","Conspiracy: Take the Crown","Near Mint","English","",1
"492","Ironwright's Cleansing","Eldritch Moon","Near Mint","English","",1
"493","Inspiring Captain","Shadows over Innistrad","Near Mint","English","",1
"494","Inspired Charge","Kaladesh","Near Mint","English","",1
"495","In Oketra's Name","Amonkhet","Near Mint","English","",1
"496","Impeccable Timing","Amonkhet","Near Mint","English","",1
"497","Impeccable Timing","Kaladesh","Near Mint","English","",1
"498","Herald of the Fair","Kaladesh","Near Mint","English","",1
"499","Hail of Arrows","Conspiracy: Take the Crown","Near Mint","English","",1
"500","Gust Walker","Amonkhet","Near Mint","English","",1
"501","Gods Willing","Conspiracy: Take the Crown","Near Mint","English","",1
"502","Glint-Sleeve Artisan","Kaladesh","Near Mint","English","",2
"503","Gleam of Resistance","Conspiracy: Take the Crown","Near Mint","English","",1
"504","Gideon's Reproach","Battle for Zendikar","Near Mint","English","",2
"505","Ghostly Possession","Conspiracy: Take the Crown","Near Mint","English","",1
"506","Fragmentize","Kaladesh","Near Mint","English","",1
"507","Forsake the Worldly","Amonkhet","Near Mint","English","",2
"508","Fiend Binder","Eldritch Moon","Near Mint","English","",1
"509","Fan Bearer","Amonkhet","Near Mint","English","",1
"510","Faithbearer Paladin","Eldritch Moon","Near Mint","English","",1
"511","Expose Evil","Shadows over Innistrad","Near Mint","English","",1
"512","Ethereal Guidance","Shadows over Innistrad","Near Mint","English","",1
"513","Eddytrail Hawk","Kaladesh","Near Mint","English","",1
"514","Djeru's Resolve","Amonkhet","Near Mint","English","",1
"515","Disenchant","Conspiracy: Take the Crown","Near Mint","English","",2
"516","Devilthorn Fox","Shadows over Innistrad","Near Mint","English","",1
"517","Desperate Sentry","Eldritch Moon","Near Mint","English","",1
"518","Decommission","Aether Revolt","Near Mint","English","",1
"519","Dawnfeather Eagle","Aether Revolt","Near Mint","English","",1
"520","Dawn Gryff","Eldritch Moon","Near Mint","English","",1
"521","Dauntless Cathar","Shadows over Innistrad","Near Mint","English","",1
"522","Custodi Peacekeeper","Conspiracy: Take the Crown","Near Mint","English","",1
"523","Courier Griffin","Battle for Zendikar","Near Mint","English","",1
"524","Courageous Outrider","Eldritch Moon","Near Mint","English","",1
"525","Pore Over the Pages","Shadows over Innistrad","Near Mint","English","",1
"526","Pin to the Earth","Journey into Nyx","Near Mint","English","",1
"527","Petals of Insight","Modern Masters","Near Mint","English","",1
"528","Paragon of Gathering Mists","Magic 2015 Core Set","Near Mint","English","",1
"529","Overwhelming Intellect","Duel Decks: Izzet vs. Golgari","Near Mint","English","",1
"530","Ongoing Investigation","Shadows over Innistrad","Near Mint","English","",1
"531","Negate","Aether Revolt","Near Mint","English","",1
"532","Negate","Conspiracy: Take the Crown","Near Mint","English","",1
"533","Nagging Thoughts","Shadows over Innistrad","Near Mint","English","",2
"534","Naga Oracle","Amonkhet","Near Mint","English","",1
"535","Murk Strider","Battle for Zendikar","Near Mint","English","",2
"536","Messenger Jays","Conspiracy: Take the Crown","Near Mint","English","",1
"537","Manic Scribe","Shadows over Innistrad","Near Mint","English","",1
"538","Man-o'-War","Eternal Masters","Near Mint","English","",1
"539","Malfunction","Kaladesh","Near Mint","English","",1
"540","Lotus Path Djinn","Fate Reforged","Near Mint","English","",2
"541","Leave in the Dust","Aether Revolt","Near Mint","English","",1
"542","Lamplighter of Selhoff","Shadows over Innistrad","Near Mint","English","",1
"543","Jwar Isle Avenger","Oath of the Gatewatch","Near Mint","English","",1
"544","Just the Wind","Shadows over Innistrad","Near Mint","English","",2
"545","Jeskai Sage","Fate Reforged","Near Mint","English","",1
"546","Jeering Homunculus","Conspiracy: Take the Crown","Near Mint","English","",1
"547","Jace's Scrutiny","Shadows over Innistrad","Near Mint","English","",1
"548","Invasive Surgery","Shadows over Innistrad","Near Mint","English","",1
"549","Ingenious Skaab","Eldritch Moon","Near Mint","English","",1
"550","Illusory Wrappings","Amonkhet","Near Mint","English","",1
"551","Illusory Angel","Magic 2015 Core Set","Near Mint","English","",1
"552","Ice Over","Aether Revolt","Near Mint","English","",1
"553","Hightide Hermit","Kaladesh","Near Mint","English","",1
"554","Hekma Sentinels","Amonkhet","Near Mint","English","",1
"555","Headwater Sentries","Ixalan","Near Mint","English","",1
"556","Gone Missing","Shadows over Innistrad","Near Mint","English","",1
"557","Glint","Dragons of Tarkir","Near Mint","English","",2
"558","Ghostly Wings","Shadows over Innistrad","Near Mint","English","",1
"559","Furtive Homunculus","Shadows over Innistrad","Near Mint","English","",1
"560","Fortune's Favor","Eldritch Moon","Near Mint","English","",1
"561","Fogwalker","Eldritch Moon","Near Mint","English","",1
"562","Floodwaters","Amonkhet","Near Mint","English","",1
"563","Fleeting Distraction","Conspiracy: Take the Crown","Near Mint","English","",1
"564","Familiar's Ruse","Modern Masters 2017 Edition","Near Mint","English","",2
"565","Failed Inspection","Kaladesh","Near Mint","English","",1
"566","Exultant Cultist","Eldritch Moon","Near Mint","English","",1
"567","Essence Scatter","Amonkhet","Near Mint","English","",1
"568","Enlightened Maniac","Eldritch Moon","Near Mint","English","",1
"569","Drunau Corpse Trawler","Shadows over Innistrad","Near Mint","English","",1
"570","Drownyard Explorers","Shadows over Innistrad","Near Mint","English","",1
"571","Drag Under","Eldritch Moon","Near Mint","English","",1
"572","Displace","Eldritch Moon","Near Mint","English","",1
"573","Disperse","Welcome Deck 2016","Near Mint","English","",1
"574","Dispersal Technician","Aether Revolt","Near Mint","English","",1
"575","Dismiss","Conspiracy: Take the Crown","Near Mint","English","",1
"576","Deny Existence","Shadows over Innistrad","Near Mint","English","",1
"577","Decision Paralysis","Amonkhet","Near Mint","English","",1
"578","Curio Vendor","Kaladesh","Near Mint","English","",1
"579","Crippling Chill","Khans of Tarkir","Near Mint","English","",1
"580","Coveted Peacock","Conspiracy: Take the Crown","Near Mint","English","",1
"581","Countervailing Winds","Hour of Devastation","Near Mint","English","",1
"582","Coralhelm Guide","Battle for Zendikar","Near Mint","English","",1
"583","Contingency Plan","Eldritch Moon","Near Mint","English","",1
"584","Compelling Deterrence","Shadows over Innistrad","Near Mint","English","",1
"585","Compelling Argument","Amonkhet","Near Mint","English","",1
"586","Clutch of Currents","Battle for Zendikar","Near Mint","English","",1
"587","Cloud Manta","Battle for Zendikar","Near Mint","English","",2
"588","Cloaked Siren","Conspiracy: Take the Crown","Near Mint","English","",1
"589","Catalog","Shadows over Innistrad","Near Mint","English","",1
"590","Cancel","Amonkhet","Near Mint","English","",1
"591","Bonds of Quicksilver","Conspiracy: Take the Crown","Near Mint","English","",2
"592","Aven Initiate","Amonkhet","Near Mint","English","",1
"593","Anticipate","Battle for Zendikar","Near Mint","English","",2
"594","Ancient Crab","Amonkhet","Near Mint","English","",1
"595","Ancient Crab","Oath of the Gatewatch","Near Mint","English","",1
"596","Air Servant","Welcome Deck 2016","Near Mint","English","",1
"597","Air Elemental","Welcome Deck 2017","Near Mint","English","",1
"598","Aether Tradewinds","Kaladesh","Near Mint","English","",1
"599","Aether Swooper","Aether Revolt","Near Mint","English","",1
"600","Aerial Guide","Hour of Devastation","Near Mint","English","",1
"601","Aerial Formation","Journey into Nyx","Near Mint","English","",1
"602","Advanced Stitchwing","Eldritch Moon","Near Mint","English","",1
"603","Weirded Vampire","Eldritch Moon","Near Mint","English","",2
"604","Wasteland Scorpion","Amonkhet","Near Mint","English","",1
"605","Walking Corpse","Welcome Deck 2016","Near Mint","English","",1
"606","Vessel of Malignity","Shadows over Innistrad","Near Mint","English","",1
"607","Vampire Noble","Shadows over Innistrad","Near Mint","English","",1
"608","Untamed Hunger","Oath of the Gatewatch","Near Mint","English","",1
"609","Unburden","Amonkhet","Near Mint","English","",1
"610","Twins of Maurer Estate","Shadows over Innistrad","Near Mint","English","",1
"611","Throttle","Shadows over Innistrad","Near Mint","English","",1
"612","Trespasser's Curse","Amonkhet","Near Mint","English","",1
"613","Tooth Collector","Shadows over Innistrad","Near Mint","English","",1
"614","Tidy Conclusion","Kaladesh","Near Mint","English","",1
"615","Throttle","Khans of Tarkir","Near Mint","English","",2
"616","Thriving Rats","Kaladesh","Near Mint","English","",2
"617","Tar Snare","Oath of the Gatewatch","Near Mint","English","",1
"618","Supernatural Stamina","Amonkhet","Near Mint","English","",1
"619","Succumb to Temptation","Eldritch Moon","Near Mint","English","",1
"620","Stromkirk Patrol","Conspiracy: Take the Crown","Near Mint","English","",1
"621","Stromkirk Mentor","Shadows over Innistrad","Near Mint","English","",1
"622","Strange Augmentation","Eldritch Moon","Near Mint","English","",1
"623","Stallion of Ashmouth","Shadows over Innistrad","Near Mint","English","",2
"624","Splendid Agony","Amonkhet","Near Mint","English","",1
"625","Soulstinger","Amonkhet","Near Mint","English","",1
"626","Sludge Crawler","Battle for Zendikar","Near Mint","English","",2
"627","Skirsdag Supplicant","Eldritch Moon","Near Mint","English","",1
"628","Sinister Concoction","Shadows over Innistrad","Near Mint","English","",1
"629","Shambling Goblin","Conspiracy: Take the Crown","Near Mint","English","",1
"630","Scarab Feast","Amonkhet","Near Mint","English","",1
"631","Sanitarium Skeleton","Shadows over Innistrad","Near Mint","English","",2
"632","Rush of Vitality","Kaladesh","Near Mint","English","",1
"633","Rotting Mastodon","Khans of Tarkir","Near Mint","English","",1
"634","Rottenheart Ghoul","Shadows over Innistrad","Near Mint","English","",1
